"Campaign name","Ad set name","Ad name",Day,"Website URL","Delivery status","Delivery level",Reach,Impressions,Frequency,"Attribution setting","Result type",Results,"Amount spent (JPY)","Cost per result",Starts,Ends,"Purchases rate per link clicks","Purchases rate per landing page views","CPC (cost per link click)","CPM (cost per 1,000 impressions)","Cost per purchase",Purchases,"Link clicks","Cost per unique link click","Reporting starts","Reporting ends"
"NSN - ABOS - Awareness Kanto","Broad Tokyo + Kanagawa + Saitama","JD Painting with Graphic",2025-11-23,https://abunchofstuff.com/ja,not_delivering,ad,384,395,1.02864583,"7-day click or 1-day view",Reach,384,42,109.375,2025-11-22,2025-11-27,,,,106.32911392,,,,,2025-11-23,2025-11-23
"NSN - ABOS - Awareness Kanto","Broad Tokyo + Kanagawa + Saitama","Hello Tokyo",2025-11-23,https://abunchofstuff.com/ja,not_delivering,ad,1580,1588,1.00506329,"7-day click or 1-day view",Reach,1580,298,188.60759494,2025-11-22,2025-11-27,,,99.33333333,187.65743073,,,3,,2025-11-23,2025-11-23
"Test - NSN - ABOS - Awareness Kanto","Interest Based in Tokyo + Kanagawa + Saitama","Hello Tokyo",2025-11-23,https://abunchofstuff.com/ja,not_delivering,ad,19256,19256,1,"7-day click or 1-day view",Reach,19256,2398,124.53261321,2025-11-22,2025-11-27,,,342.57142857,124.53261321,,,7,,2025-11-23,2025-11-23
"Test - NSN - ABOS - Awareness Kanto","Interest Based in Tokyo + Kanagawa + Saitama","JD Painting with Graphic",2025-11-23,https://abunchofstuff.com/ja,not_delivering,ad,1021,1037,1.01567091,"7-day click or 1-day view",Reach,1021,109,106.75808031,2025-11-22,2025-11-27,,,109,105.11089682,,,1,,2025-11-23,2025-11-23
"ABOS Traffic","Johnny Depp Interest Group","Black and white photo",2025-11-23,https://abunchofstuff.com/ja,not_delivering,ad,75,76,1.01333333,"7-day click or 1-day view","Landing page views",7,15,2.14285714,2025-11-22,2025-11-28,,,3.75,197.36842105,,,4,,2025-11-23,2025-11-23
"Test - NSN - ABOS - Awareness Kanto","Interest Based in Tokyo + Kanagawa + Saitama","JD Desk - Red Curtain",2025-11-23,https://abunchofstuff.com/ja,not_delivering,ad,2386,2395,1.003772,"7-day click or 1-day view",Reach,2386,236,98.91031014,2025-11-22,2025-11-27,,,33.71428571,98.53862213,,,7,,2025-11-23,2025-11-23
"ABOS Traffic","Johnny Depp Interest Group","Hanging sketches - Copy",2025-11-23,https://abunchofstuff.com/ja,not_delivering,ad,31,31,1,"7-day click or 1-day view",,,5,,2025-11-22,2025-11-28,,,,161.29032258,,,,,2025-11-23,2025-11-23
"NSN - ABOS - Awareness Kanto","Broad Tokyo + Kanagawa + Saitama","JD Photograph with graphics",2025-11-23,https://abunchofstuff.com/ja,not_delivering,ad,565,581,1.02831858,"7-day click or 1-day view",Reach,565,86,152.21238938,2025-11-22,2025-11-27,,,17.2,148.02065404,,,5,,2025-11-23,2025-11-23
"Test - NSN - ABOS - Awareness Kanto","Interest Based in Tokyo + Kanagawa + Saitama","JD Photograph with graphics",2025-11-23,https://abunchofstuff.com/ja,not_delivering,ad,143,146,1.02097902,"7-day click or 1-day view",Reach,143,11,76.92307692,2025-11-22,2025-11-27,,,,75.34246575,,,,,2025-11-23,2025-11-23
"ABOS Traffic","Johnny Depp Interest Group","JD announcement date post",2025-11-23,https://abunchofstuff.com/ja,not_delivering,ad,61,62,1.01639344,"7-day click or 1-day view","Landing page views",5,23,4.6,2025-11-22,2025-11-28,,,11.5,370.96774194,,,2,,2025-11-23,2025-11-23
"ABOS Traffic","Johnny Depp Interest Group","JD Photograph with graphics - Copy",2025-11-23,https://abunchofstuff.com/ja,not_delivering,ad,111,112,1.00900901,"7-day click or 1-day view","Landing page views",3,32,10.66666667,2025-11-22,2025-11-28,,,10.66666667,285.71428571,,,3,,2025-11-23,2025-11-23
"ABOS Traffic","Johnny Depp Interest Group","JD Painting with Graphic - Copy",2025-11-23,https://abunchofstuff.com/ja,not_delivering,ad,7,9,1.28571429,"7-day click or 1-day view",,,3,,2025-11-22,2025-11-28,,,,333.33333333,,,,,2025-11-23,2025-11-23
"ABOS Traffic","Johnny Depp Interest Group","Hello Tokyo - Copy",2025-11-23,https://abunchofstuff.com/ja,not_delivering,ad,267,272,1.01872659,"7-day click or 1-day view","Landing page views",11,81,7.36363636,2025-11-22,2025-11-28,,,6.75,297.79411765,,,12,,2025-11-23,2025-11-23
"ABOS Traffic","Johnny Depp Interest Group","JD Desk - Red Curtain - Copy",2025-11-23,https://abunchofstuff.com/ja,not_delivering,ad,11,12,1.09090909,"7-day click or 1-day view",,,3,,2025-11-22,2025-11-28,,,,250,,,,,2025-11-23,2025-11-23
"ABOS Traffic","Johnny Depp Interest Group","JD Photography - Copy 2",2025-11-23,https://abunchofstuff.com/ja,not_delivering,ad,217,217,1,"7-day click or 1-day view","Landing page views",8,40,5,2025-11-22,2025-11-28,,,3.63636364,184.33179724,,,11,,2025-11-23,2025-11-23
"ABOS Traffic","Johnny Depp Interest Group","JD with Skeleton Confetti",2025-11-23,https://abunchofstuff.com/ja,not_delivering,ad,11,11,1,"7-day click or 1-day view",,,1,,2025-11-22,2025-11-28,,,,90.90909091,,,,,2025-11-23,2025-11-23
"Test - NSN - ABOS - Awareness Kanto","Interest Based in Tokyo + Kanagawa + Saitama","Hanging sketches",2025-11-23,https://abunchofstuff.com/ja,not_delivering,ad,5587,5696,1.01950958,"7-day click or 1-day view",Reach,5587,531,95.04206193,2025-11-22,2025-11-27,,,59,93.22331461,,,9,,2025-11-23,2025-11-23
"Test - NSN - ABOS - Awareness Kanto","Interest Based in Tokyo + Kanagawa + Saitama","JD Desk - Red Curtain",2025-11-22,https://abunchofstuff.com/ja,not_delivering,ad,1138,1148,1.00878735,"7-day click or 1-day view",Reach,1138,118,103.69068541,2025-11-22,2025-11-27,,,118,102.78745645,,,1,,2025-11-22,2025-11-22
"NSN - ABOS - Awareness Kanto","Broad Tokyo + Kanagawa + Saitama","JD Photography",2025-11-22,https://abunchofstuff.com/ja,not_delivering,ad,946,946,1,"7-day click or 1-day view",Reach,946,161,170.19027484,2025-11-22,2025-11-27,,,80.5,170.19027484,,,2,,2025-11-22,2025-11-22
"NSN - ABOS - Awareness Kanto","Broad Tokyo + Kanagawa + Saitama","Hanging sketches",2025-11-22,https://abunchofstuff.com/ja,not_delivering,ad,27,27,1,"7-day click or 1-day view",Reach,27,1,37.03703704,2025-11-22,2025-11-27,,,,37.03703704,,,,,2025-11-22,2025-11-22
"NSN - ABOS - Awareness Kanto","Broad Tokyo + Kanagawa + Saitama","JD Desk - Red Curtain",2025-11-22,https://abunchofstuff.com/ja,not_delivering,ad,116,119,1.02586207,"7-day click or 1-day view",Reach,116,11,94.82758621,2025-11-22,2025-11-27,,,,92.43697479,,,,,2025-11-22,2025-11-22
"NSN - ABOS - Awareness Kanto","Broad Tokyo + Kanagawa + Saitama","JD Photography - Copy",2025-11-22,https://abunchofstuff.com/ja,not_delivering,ad,16,16,1,"7-day click or 1-day view",Reach,16,1,62.5,2025-11-22,2025-11-27,,,,62.5,,,,,2025-11-22,2025-11-22
"Test - NSN - ABOS - Awareness Kanto","Interest Based in Tokyo + Kanagawa + Saitama","JD Photography - Copy",2025-11-22,https://abunchofstuff.com/ja,not_delivering,ad,617,620,1.00486224,"7-day click or 1-day view",Reach,617,29,47.00162075,2025-11-22,2025-11-27,,,,46.77419355,,,,,2025-11-22,2025-11-22
"Test - NSN - ABOS - Awareness Kanto","Interest Based in Tokyo + Kanagawa + Saitama","JD with Skull Confetti",2025-11-22,https://abunchofstuff.com/ja,not_delivering,ad,1460,1486,1.01780822,"7-day click or 1-day view",Reach,1460,168,115.06849315,2025-11-22,2025-11-27,,,,113.0551817,,,,,2025-11-22,2025-11-22
"Test - NSN - ABOS - Awareness Kanto","Interest Based in Tokyo + Kanagawa + Saitama","JD Photography",2025-11-22,https://abunchofstuff.com/ja,not_delivering,ad,209,213,1.01913876,"7-day click or 1-day view",Reach,209,5,23.92344498,2025-11-22,2025-11-27,,,,23.4741784,,,,,2025-11-22,2025-11-22
"Test - NSN - ABOS - Awareness Kanto","Interest Based in Tokyo + Kanagawa + Saitama","JD Painting with Graphic",2025-11-22,https://abunchofstuff.com/ja,not_delivering,ad,67,67,1,"7-day click or 1-day view",Reach,67,0,0,2025-11-22,2025-11-27,,,,0,,,,,2025-11-22,2025-11-22
"Test - NSN - ABOS - Awareness Kanto","Interest Based in Tokyo + Kanagawa + Saitama","Hello Tokyo",2025-11-22,https://abunchofstuff.com/ja,not_delivering,ad,625,625,1,"7-day click or 1-day view",Reach,625,41,65.6,2025-11-22,2025-11-27,,,,65.6,,,,,2025-11-22,2025-11-22
"NSN - ABOS - Awareness Kanto","Broad Tokyo + Kanagawa + Saitama","JD Painting with Graphic",2025-11-22,https://abunchofstuff.com/ja,not_delivering,ad,29,30,1.03448276,"7-day click or 1-day view",Reach,29,1,34.48275862,2025-11-22,2025-11-27,,,,33.33333333,,,,,2025-11-22,2025-11-22
"Test - NSN - ABOS - Awareness Kanto","Interest Based in Tokyo + Kanagawa + Saitama","JD Photograph with graphics",2025-11-22,https://abunchofstuff.com/ja,not_delivering,ad,357,362,1.0140056,"7-day click or 1-day view",Reach,357,19,53.22128852,2025-11-22,2025-11-27,,,9.5,52.48618785,,,2,,2025-11-22,2025-11-22
"Test - NSN - ABOS - Awareness Kanto","Interest Based in Tokyo + Kanagawa + Saitama","Hanging sketches",2025-11-22,https://abunchofstuff.com/ja,not_delivering,ad,359,361,1.00557103,"7-day click or 1-day view",Reach,359,8,22.28412256,2025-11-22,2025-11-27,,,,22.16066482,,,,,2025-11-22,2025-11-22
"ABOS Traffic","Johnny Depp Interest Group","Black and white photo",2025-11-22,https://abunchofstuff.com/ja,not_delivering,ad,886,902,1.01805869,"7-day click or 1-day view","Landing page views",46,289,6.2826087,2025-11-22,2025-11-28,,,11.11538462,320.39911308,,,26,,2025-11-22,2025-11-22
"ABOS Traffic","Johnny Depp Interest Group","JD with Skeleton Confetti",2025-11-22,https://abunchofstuff.com/ja,not_delivering,ad,38,38,1,"7-day click or 1-day view","Landing page views",3,5,1.66666667,2025-11-22,2025-11-28,,,1.66666667,131.57894737,,,3,,2025-11-22,2025-11-22
"ABOS Traffic","Johnny Depp Interest Group","JD Photography - Copy 2",2025-11-22,https://abunchofstuff.com/ja,not_delivering,ad,782,808,1.03324808,"7-day click or 1-day view","Landing page views",23,151,6.56521739,2025-11-22,2025-11-28,,,6.86363636,186.88118812,,,22,,2025-11-22,2025-11-22
"ABOS Traffic","Johnny Depp Interest Group","JD Desk - Red Curtain - Copy",2025-11-22,https://abunchofstuff.com/ja,not_delivering,ad,47,48,1.0212766,"7-day click or 1-day view","Landing page views",2,9,4.5,2025-11-22,2025-11-28,,,4.5,187.5,,,2,,2025-11-22,2025-11-22
"ABOS Traffic","Johnny Depp Interest Group","Hello Tokyo - Copy",2025-11-22,https://abunchofstuff.com/ja,not_delivering,ad,222,222,1,"7-day click or 1-day view","Landing page views",8,70,8.75,2025-11-22,2025-11-28,,,7.77777778,315.31531532,,,9,,2025-11-22,2025-11-22
"ABOS Traffic","Johnny Depp Interest Group","Hanging sketches - Copy",2025-11-22,https://abunchofstuff.com/ja,not_delivering,ad,280,285,1.01785714,"7-day click or 1-day view","Landing page views",11,58,5.27272727,2025-11-22,2025-11-28,,,5.27272727,203.50877193,,,11,,2025-11-22,2025-11-22
"ABOS Traffic","Johnny Depp Interest Group","JD Photograph with graphics - Copy",2025-11-22,https://abunchofstuff.com/ja,not_delivering,ad,1227,1282,1.04482478,"7-day click or 1-day view","Landing page views",42,372,8.85714286,2025-11-22,2025-11-28,,,7.75,290.17160686,,,48,,2025-11-22,2025-11-22
"ABOS Traffic","Johnny Depp Interest Group","JD announcement date post",2025-11-22,https://abunchofstuff.com/ja,not_delivering,ad,120,121,1.00833333,"7-day click or 1-day view","Landing page views",6,30,5,2025-11-22,2025-11-28,,,5,247.9338843,,,6,,2025-11-22,2025-11-22
"ABOS Traffic","Johnny Depp Interest Group","JD Painting with Graphic - Copy",2025-11-22,https://abunchofstuff.com/ja,not_delivering,ad,84,84,1,"7-day click or 1-day view","Landing page views",2,27,13.5,2025-11-22,2025-11-28,,,13.5,321.42857143,,,2,,2025-11-22,2025-11-22
"NSN - ABOS - Awareness Kanto","Broad Tokyo + Kanagawa + Saitama","Hello Tokyo",2025-11-22,https://abunchofstuff.com/ja,not_delivering,ad,214,220,1.02803738,"7-day click or 1-day view",Reach,214,28,130.8411215,2025-11-22,2025-11-27,,,,127.27272727,,,,,2025-11-22,2025-11-22
