"Campaign name","Ad set name","Ad name",Day,"Website URL","Delivery status","Delivery level",Reach,Impressions,Frequency,"Attribution setting","Result type",Results,"Amount spent (JPY)","Cost per result",Starts,Ends,"Purchases rate per link clicks","Purchases rate per landing page views","CPC (cost per link click)","CPM (cost per 1,000 impressions)","Cost per purchase",Purchases,"Link clicks","Cost per unique link click","Reporting starts","Reporting ends"
Sales,"Zaiko Test - Account Engagers - Broad","JD Graffiti Paint",2025-12-09,https://johnnydepp-abos.zaiko.io/,not_delivering,ad,165,173,1.04848485,"7-day click, 1-day view, or 1-day engaged-view",,,143,,2025-12-08,2025-12-31,,,47.66666667,826.58959538,,,3,,2025-12-09,2025-12-09
Sales,"Zaiko Test - Account Engagers - Broad","Black and white photo",2025-12-09,https://www.abunchofstuff.com/tickets,not_delivering,ad,674,750,1.11275964,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",1,573,573,2025-12-08,2025-12-31,,,35.8125,764,573,1,16,,2025-12-09,2025-12-09
Sales,"Zaiko Test - Account Engagers - Broad","JD Gpainting with graphics",2025-12-09,https://www.abunchofstuff.com/tickets,not_delivering,ad,330,346,1.04848485,"7-day click, 1-day view, or 1-day engaged-view",,,300,,2025-12-08,2025-12-31,,,75,867.05202312,,,4,,2025-12-09,2025-12-09
Sales,"Zaiko Test - Account Engagers - Broad","Poster [Redirect link]",2025-12-09,https://johnnydepp-abos.zaiko.io/,not_delivering,ad,757,836,1.10435931,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",1,747,747,2025-12-08,2025-12-31,,,31.125,893.54066986,747,1,24,,2025-12-09,2025-12-09
"ABOS Sales Campaign","Zaiko + InBound (English)","JD Graffiti Paint - Copy",2025-12-09,https://johnnydepp-abos.zaiko.io/,active,ad,0,0,0,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",1,0,0,2025-12-06,2026-01-19,,,,,0,1,,,2025-12-09,2025-12-09
"ABOS Sales Campaign","Zaiko + InBound (English)","JD sitting desk",2025-12-08,https://johnnydepp-abos.zaiko.io/,active,ad,109,126,1.1559633,"7-day click, 1-day view, or 1-day engaged-view",,,163,,2025-12-06,2026-01-19,,,54.33333333,1293.65079365,,,3,,2025-12-08,2025-12-08
Sales,"Web Audience Retarg","Poster [Redirect link]",2025-12-08,https://www.abunchofstuff.com/tickets,not_delivering,ad,4,4,1,"7-day click, 1-day view, or 1-day engaged-view",,,2,,2025-11-27,2026-01-13,,,,500,,,,,2025-12-08,2025-12-08
Sales,"Account Engagers - Broad",Poster,2025-12-08,https://abunchofstuff.com/ja,not_delivering,ad,8,9,1.125,"7-day click, 1-day view, or 1-day engaged-view",,,6,,2025-11-29,2026-01-13,,,,666.66666667,,,,,2025-12-08,2025-12-08
Sales,"Web Audience Retarg","Black and white photo - Copy",2025-12-08,https://www.abunchofstuff.com/tickets,not_delivering,ad,27,32,1.18518519,"7-day click, 1-day view, or 1-day engaged-view",,,57,,2025-11-27,2026-01-13,,,57,1781.25,,,1,,2025-12-08,2025-12-08
Sales,"Web Audience Retarg","JD Graffiti Paint - Copy",2025-12-08,https://www.abunchofstuff.com/tickets,not_delivering,ad,5,6,1.2,"7-day click, 1-day view, or 1-day engaged-view",,,2,,2025-11-27,2026-01-13,,,2,333.33333333,,,1,,2025-12-08,2025-12-08
"ABOS Sales Campaign","Zaiko + InBound (English)","Poster [Redirect link]",2025-12-08,https://johnnydepp-abos.zaiko.io/,active,ad,104,111,1.06730769,"7-day click, 1-day view, or 1-day engaged-view",,,125,,2025-12-06,2026-01-19,,,31.25,1126.12612613,,,4,,2025-12-08,2025-12-08
"ABOS Sales Campaign","Zaiko + InBound (English)","JD Pose with Graphic",2025-12-08,https://abunchofstuff.com/ja,active,ad,832,950,1.14182692,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",1,881,881,2025-12-06,2026-01-19,,,27.53125,927.36842105,881,1,32,,2025-12-08,2025-12-08
Sales,"Account Engagers - Broad","JD Gpainting with graphics",2025-12-08,https://www.abunchofstuff.com/tickets,not_delivering,ad,235,275,1.17021277,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",3,216,72,2025-11-29,2026-01-13,,,21.6,785.45454545,72,3,10,,2025-12-08,2025-12-08
"ABOS Sales Campaign","Zaiko + InBound (English)",Poster,2025-12-08,https://johnnydepp-abos.zaiko.io/,active,ad,199,217,1.09045226,"7-day click, 1-day view, or 1-day engaged-view",,,210,,2025-12-06,2026-01-19,,,35,967.74193548,,,6,,2025-12-08,2025-12-08
"ABOS Sales Campaign","Zaiko + InBound (English)","JD Graffiti Paint - Copy",2025-12-08,https://johnnydepp-abos.zaiko.io/,active,ad,74,80,1.08108108,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",4,112,28,2025-12-06,2026-01-19,,,37.33333333,1400,28,4,3,,2025-12-08,2025-12-08
"ABOS Sales Campaign","Zaiko + InBound (English)","JD w/ Confetti",2025-12-08,https://johnnydepp-abos.zaiko.io/,active,ad,29,31,1.06896552,"7-day click, 1-day view, or 1-day engaged-view",,,33,,2025-12-06,2026-01-19,,,,1064.51612903,,,,,2025-12-08,2025-12-08
"ABOS Sales Campaign","Zaiko + InBound (English)","JD Spray Painting Ground - Copy",2025-12-08,https://johnnydepp-abos.zaiko.io/,active,ad,62,71,1.14516129,"7-day click, 1-day view, or 1-day engaged-view",,,75,,2025-12-06,2026-01-19,,,,1056.33802817,,,,,2025-12-08,2025-12-08
"ABOS Sales Campaign","Zaiko + InBound (English)","JD Spray Painting Ground - Copy 2",2025-12-08,https://johnnydepp-abos.zaiko.io/,inactive,ad,25,28,1.12,"7-day click, 1-day view, or 1-day engaged-view",,,35,,2025-12-06,2026-01-19,,,,1250,,,,,2025-12-08,2025-12-08
Sales,"Zaiko Test - Account Engagers - Broad","JD Graffiti Paint",2025-12-08,https://johnnydepp-abos.zaiko.io/,not_delivering,ad,1,1,1,"7-day click, 1-day view, or 1-day engaged-view",,,0,,2025-12-08,2025-12-31,,,,0,,,,,2025-12-08,2025-12-08
Sales,"Zaiko Test - Account Engagers - Broad","JD Gpainting with graphics",2025-12-08,https://www.abunchofstuff.com/tickets,not_delivering,ad,6,6,1,"7-day click, 1-day view, or 1-day engaged-view",,,5,,2025-12-08,2025-12-31,,,,833.33333333,,,,,2025-12-08,2025-12-08
Sales,"Account Engagers - Broad",Poster,2025-12-07,https://abunchofstuff.com/ja,not_delivering,ad,0,0,0,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",1,0,0,2025-11-29,2026-01-13,,,,,0,1,,,2025-12-07,2025-12-07
Sales,"Account Engagers - Broad","Black and white photo",2025-12-07,https://www.abunchofstuff.com/tickets,not_delivering,ad,0,0,0,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",1,0,0,2025-11-29,2026-01-13,,,,,0,1,,,2025-12-07,2025-12-07
Sales,"Web Audience Retarg","Black and white photo - Copy",2025-12-07,https://www.abunchofstuff.com/tickets,not_delivering,ad,57,71,1.24561404,"7-day click, 1-day view, or 1-day engaged-view",,,57,,2025-11-27,2026-01-13,,,57,802.81690141,,,1,,2025-12-07,2025-12-07
"ABOS Sales Campaign","Account Engagers - Broad","Poster [Redirect link]",2025-12-07,https://www.abunchofstuff.com/tickets,not_delivering,ad,0,0,0,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",1,0,0,2025-12-06,2025-12-12,,,,,0,1,,,2025-12-07,2025-12-07
"ABOS Sales Campaign","Zaiko + InBound (English)","JD Pose with Graphic",2025-12-07,https://abunchofstuff.com/ja,active,ad,1547,1746,1.12863607,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",1,1561,1561,2025-12-06,2026-01-19,,,27.875,894.04352806,1561,1,56,,2025-12-07,2025-12-07
"ABOS Sales Campaign",Retarg,"JD Pose with Graphic",2025-12-07,https://abunchofstuff.com/ja,not_delivering,ad,0,0,0,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",2,0,0,2025-12-06,2026-01-13,,,,,0,2,,,2025-12-07,2025-12-07
"ABOS Sales Campaign","Zaiko + InBound (English)","JD sitting desk",2025-12-07,https://johnnydepp-abos.zaiko.io/,active,ad,58,65,1.12068966,"7-day click, 1-day view, or 1-day engaged-view",,,68,,2025-12-06,2026-01-19,,,34,1046.15384615,,,2,,2025-12-07,2025-12-07
"ABOS Sales Campaign","Zaiko + InBound (English)",Poster,2025-12-07,https://johnnydepp-abos.zaiko.io/,active,ad,1,1,1,"7-day click, 1-day view, or 1-day engaged-view",,,3,,2025-12-06,2026-01-19,,,,3000,,,,,2025-12-07,2025-12-07
"ABOS Sales Campaign","Zaiko + InBound (English)","JD Graffiti Paint - Copy",2025-12-07,https://johnnydepp-abos.zaiko.io/,active,ad,185,190,1.02702703,"7-day click, 1-day view, or 1-day engaged-view",,,216,,2025-12-06,2026-01-19,,,27,1136.84210526,,,8,,2025-12-07,2025-12-07
"ABOS Sales Campaign","Zaiko + InBound (English)","JD w/ Confetti",2025-12-07,https://johnnydepp-abos.zaiko.io/,active,ad,87,93,1.06896552,"7-day click, 1-day view, or 1-day engaged-view",,,113,,2025-12-06,2026-01-19,,,,1215.05376344,,,,,2025-12-07,2025-12-07
"ABOS Sales Campaign","Zaiko + InBound (English)","JD Spray Painting Ground - Copy",2025-12-07,https://johnnydepp-abos.zaiko.io/,active,ad,44,46,1.04545455,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",1,44,44,2025-12-06,2026-01-19,,,22,956.52173913,44,1,2,,2025-12-07,2025-12-07
Sales,"Account Engagers - Broad",Poster,2025-12-06,https://abunchofstuff.com/ja,not_delivering,ad,0,0,0,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",3,0,0,2025-11-29,2026-01-13,,,,,0,3,,,2025-12-06,2025-12-06
Sales,"Account Engagers - Broad","Poster [Redirect link]",2025-12-06,https://www.abunchofstuff.com/tickets,not_delivering,ad,0,0,0,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",1,0,0,2025-11-29,2026-01-13,,,,,0,1,,,2025-12-06,2025-12-06
"ABOS Sales Campaign","Account Engagers - Broad","JD Graffiti Paint",2025-12-06,https://www.abunchofstuff.com/tickets,not_delivering,ad,1,1,1,"7-day click, 1-day view, or 1-day engaged-view",,,0,,2025-12-06,2025-12-12,,,,0,,,,,2025-12-06,2025-12-06
"ABOS Sales Campaign","Account Engagers - Broad","Poster [Redirect link]",2025-12-06,https://www.abunchofstuff.com/tickets,not_delivering,ad,2467,2907,1.17835428,"7-day click, 1-day view, or 1-day engaged-view",,,1981,,2025-12-06,2025-12-12,,,34.15517241,681.45854833,,,58,,2025-12-06,2025-12-06
"ABOS Sales Campaign",Retarg,"JD w/ Confetti",2025-12-06,https://abunchofstuff.com/ja,not_delivering,ad,1,1,1,"7-day click, 1-day view, or 1-day engaged-view",,,0,,2025-12-06,2026-01-13,,,,0,,,,,2025-12-06,2025-12-06
"ABOS Sales Campaign","Account Engagers - Broad",Poster,2025-12-06,https://abunchofstuff.com/ja,not_delivering,ad,2,2,1,"7-day click, 1-day view, or 1-day engaged-view",,,0,,2025-12-06,2025-12-12,,,,0,,,,,2025-12-06,2025-12-06
"ABOS Sales Campaign","Account Engagers - Broad","JD Pose with Graphic - Copy",2025-12-06,https://abunchofstuff.com/ja,not_delivering,ad,8,8,1,"7-day click, 1-day view, or 1-day engaged-view",,,2,,2025-12-06,2025-12-12,,,2,250,,,1,,2025-12-06,2025-12-06
"ABOS Sales Campaign","Zaiko + InBound (English)","Poster [Redirect link]",2025-12-06,https://johnnydepp-abos.zaiko.io/,active,ad,2,2,1,"7-day click, 1-day view, or 1-day engaged-view",,,0,,2025-12-06,2026-01-19,,,,0,,,,,2025-12-06,2025-12-06
"ABOS Sales Campaign","Zaiko + InBound (English)",Poster,2025-12-06,https://johnnydepp-abos.zaiko.io/,active,ad,3,3,1,"7-day click, 1-day view, or 1-day engaged-view",,,4,,2025-12-06,2026-01-19,,,,1333.33333333,,,,,2025-12-06,2025-12-06
"ABOS Sales Campaign",Retarg,"Poster [Redirect link]",2025-12-06,https://www.abunchofstuff.com/tickets,not_delivering,ad,1,1,1,"7-day click, 1-day view, or 1-day engaged-view",,,0,,2025-12-06,2026-01-13,,,,0,,,,,2025-12-06,2025-12-06
"ABOS Sales Campaign","Zaiko + InBound (English)","JD Pose with Graphic",2025-12-06,https://abunchofstuff.com/ja,active,ad,1828,2097,1.14715536,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",1,1778,1778,2025-12-06,2026-01-19,,,37.04166667,847.87792084,1778,1,48,,2025-12-06,2025-12-06
"ABOS Sales Campaign",Retarg,"JD Pose with Graphic",2025-12-06,https://abunchofstuff.com/ja,not_delivering,ad,2276,2521,1.10764499,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",2,2149,1074.5,2025-12-06,2026-01-13,,,30.7,852.43950813,1074.5,2,70,,2025-12-06,2025-12-06
"ABOS Sales Campaign","Account Engagers - Broad","JD sitting desk - Copy",2025-12-06,https://www.abunchofstuff.com/tickets,not_delivering,ad,1,1,1,"7-day click, 1-day view, or 1-day engaged-view",,,0,,2025-12-06,2025-12-12,,,,0,,,,,2025-12-06,2025-12-06
"ABOS Sales Campaign","Zaiko + InBound (English)","JD sitting desk",2025-12-06,https://johnnydepp-abos.zaiko.io/,active,ad,5,5,1,"7-day click, 1-day view, or 1-day engaged-view",,,4,,2025-12-06,2026-01-19,,,,800,,,,,2025-12-06,2025-12-06
Sales,"Web Audience Retarg","JD Graffiti Paint - Copy",2025-12-05,https://www.abunchofstuff.com/tickets,not_delivering,ad,38,39,1.02631579,"7-day click, 1-day view, or 1-day engaged-view",,,60,,2025-11-27,2026-01-13,,,,1538.46153846,,,,,2025-12-05,2025-12-05
Sales,"Account Engagers - Broad","JD Gpainting with graphics",2025-12-05,https://www.abunchofstuff.com/tickets,not_delivering,ad,699,737,1.05436338,"7-day click, 1-day view, or 1-day engaged-view",,,532,,2025-11-29,2026-01-13,,,40.92307692,721.84531886,,,13,,2025-12-05,2025-12-05
Sales,"Account Engagers - Broad","Black and white photo",2025-12-05,https://www.abunchofstuff.com/tickets,not_delivering,ad,314,349,1.11146497,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",1,404,404,2025-11-29,2026-01-13,,,50.5,1157.59312321,404,1,8,,2025-12-05,2025-12-05
Sales,"Account Engagers - Broad","Poster [Redirect link]",2025-12-05,https://www.abunchofstuff.com/tickets,not_delivering,ad,406,419,1.0320197,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",1,373,373,2025-11-29,2026-01-13,,,37.3,890.21479714,373,1,10,,2025-12-05,2025-12-05
Sales,"Account Engagers - Broad",Poster,2025-12-05,https://abunchofstuff.com/ja,not_delivering,ad,1657,1873,1.13035607,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",9,1624,180.44444444,2025-11-29,2026-01-13,,,33.83333333,867.05819541,180.44444444,9,48,,2025-12-05,2025-12-05
Sales,"Web Audience Retarg",Poster,2025-12-05,https://abunchofstuff.com/ja,not_delivering,ad,14,15,1.07142857,"7-day click, 1-day view, or 1-day engaged-view",,,12,,2025-11-27,2026-01-13,,,,800,,,,,2025-12-05,2025-12-05
Sales,"Web Audience Retarg","Poster [Redirect link]",2025-12-05,https://www.abunchofstuff.com/tickets,not_delivering,ad,22,23,1.04545455,"7-day click, 1-day view, or 1-day engaged-view",,,28,,2025-11-27,2026-01-13,,,14,1217.39130435,,,2,,2025-12-05,2025-12-05
Sales,"Web Audience Retarg","Black and white photo - Copy",2025-12-05,https://www.abunchofstuff.com/tickets,not_delivering,ad,210,238,1.13333333,"7-day click, 1-day view, or 1-day engaged-view",,,362,,2025-11-27,2026-01-13,,,120.66666667,1521.00840336,,,3,,2025-12-05,2025-12-05
Sales,"Web Audience Retarg","Poster [Redirect link]",2025-12-04,https://www.abunchofstuff.com/tickets,not_delivering,ad,14,14,1,"7-day click, 1-day view, or 1-day engaged-view",,,11,,2025-11-27,2026-01-13,,,,785.71428571,,,,,2025-12-04,2025-12-04
Sales,"Account Engagers - Broad","JD Graffiti Paint",2025-12-04,https://www.abunchofstuff.com/tickets,not_delivering,ad,3,3,1,"7-day click, 1-day view, or 1-day engaged-view",,,2,,2025-11-29,2026-01-13,,,,666.66666667,,,,,2025-12-04,2025-12-04
Sales,"Account Engagers - Broad",Poster,2025-12-04,https://abunchofstuff.com/ja,not_delivering,ad,2354,2821,1.19838573,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",10,2269,226.9,2025-11-29,2026-01-13,,,22.02912621,804.32470755,226.9,10,103,,2025-12-04,2025-12-04
Sales,"Account Engagers - Broad","Poster [Redirect link]",2025-12-04,https://www.abunchofstuff.com/tickets,not_delivering,ad,867,962,1.10957324,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",2,694,347,2025-11-29,2026-01-13,,,38.55555556,721.41372141,347,2,18,,2025-12-04,2025-12-04
Sales,"Account Engagers - Broad","Black and white photo",2025-12-04,https://www.abunchofstuff.com/tickets,not_delivering,ad,216,231,1.06944444,"7-day click, 1-day view, or 1-day engaged-view",,,230,,2025-11-29,2026-01-13,,,57.5,995.67099567,,,4,,2025-12-04,2025-12-04
Sales,"Web Audience Retarg","Black and white photo - Copy",2025-12-04,https://www.abunchofstuff.com/tickets,not_delivering,ad,195,214,1.0974359,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",2,245,122.5,2025-11-27,2026-01-13,,,81.66666667,1144.85981308,122.5,2,3,,2025-12-04,2025-12-04
Sales,"Account Engagers - Broad","JD Gpainting with graphics",2025-12-04,https://www.abunchofstuff.com/tickets,not_delivering,ad,972,1102,1.13374486,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",1,887,887,2025-11-29,2026-01-13,,,28.61290323,804.90018149,887,1,31,,2025-12-04,2025-12-04
Sales,"Account Engagers - Broad","JD Graffiti Paint",2025-12-03,https://www.abunchofstuff.com/tickets,not_delivering,ad,10,11,1.1,"7-day click, 1-day view, or 1-day engaged-view",,,12,,2025-11-29,2026-01-13,,,,1090.90909091,,,,,2025-12-03,2025-12-03
Sales,"Account Engagers - Broad",Poster,2025-12-03,https://abunchofstuff.com/ja,not_delivering,ad,2811,3213,1.14300961,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",10,2750,275,2025-11-29,2026-01-13,,,24.12280702,855.89791472,275,10,114,,2025-12-03,2025-12-03
Sales,"Account Engagers - Broad","Poster [Redirect link]",2025-12-03,https://www.abunchofstuff.com/tickets,not_delivering,ad,1709,1958,1.14569924,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",2,1337,668.5,2025-11-29,2026-01-13,,,23.05172414,682.83963228,668.5,2,58,,2025-12-03,2025-12-03
Sales,"Web Audience Retarg",Poster,2025-12-03,https://abunchofstuff.com/ja,not_delivering,ad,25,25,1,"7-day click, 1-day view, or 1-day engaged-view",,,20,,2025-11-27,2026-01-13,,,10,800,,,2,,2025-12-03,2025-12-03
Sales,"Account Engagers - Broad","Black and white photo",2025-12-03,https://www.abunchofstuff.com/tickets,not_delivering,ad,140,150,1.07142857,"7-day click, 1-day view, or 1-day engaged-view",,,169,,2025-11-29,2026-01-13,,,24.14285714,1126.66666667,,,7,,2025-12-03,2025-12-03
Sales,"Account Engagers - Broad","JD Gpainting with graphics",2025-12-03,https://www.abunchofstuff.com/tickets,not_delivering,ad,695,789,1.1352518,"7-day click, 1-day view, or 1-day engaged-view",,,702,,2025-11-29,2026-01-13,,,43.875,889.7338403,,,16,,2025-12-03,2025-12-03
Sales,"Web Audience Retarg","Black and white photo - Copy",2025-12-03,https://www.abunchofstuff.com/tickets,not_delivering,ad,247,285,1.15384615,"7-day click, 1-day view, or 1-day engaged-view",,,433,,2025-11-27,2026-01-13,,,54.125,1519.29824561,,,8,,2025-12-03,2025-12-03
Sales,"Web Audience Retarg","JD Graffiti Paint - Copy",2025-12-03,https://www.abunchofstuff.com/tickets,not_delivering,ad,35,38,1.08571429,"7-day click, 1-day view, or 1-day engaged-view",,,68,,2025-11-27,2026-01-13,,,22.66666667,1789.47368421,,,3,,2025-12-03,2025-12-03
Sales,"Web Audience Retarg","JD Graffiti Paint - Copy",2025-12-02,https://www.abunchofstuff.com/tickets,not_delivering,ad,96,108,1.125,"7-day click, 1-day view, or 1-day engaged-view",,,168,,2025-11-27,2026-01-13,,,18.66666667,1555.55555556,,,9,,2025-12-02,2025-12-02
Sales,"Web Audience Retarg","Black and white photo - Copy",2025-12-02,https://www.abunchofstuff.com/tickets,not_delivering,ad,110,125,1.13636364,"7-day click, 1-day view, or 1-day engaged-view",,,98,,2025-11-27,2026-01-13,,,32.66666667,784,,,3,,2025-12-02,2025-12-02
Sales,"Account Engagers - Broad","JD Gpainting with graphics",2025-12-02,https://www.abunchofstuff.com/tickets,not_delivering,ad,211,241,1.14218009,"7-day click, 1-day view, or 1-day engaged-view",,,289,,2025-11-29,2026-01-13,,,57.8,1199.17012448,,,5,,2025-12-02,2025-12-02
Sales,"Account Engagers - Broad","Black and white photo",2025-12-02,https://www.abunchofstuff.com/tickets,not_delivering,ad,39,41,1.05128205,"7-day click, 1-day view, or 1-day engaged-view",,,33,,2025-11-29,2026-01-13,,,,804.87804878,,,,,2025-12-02,2025-12-02
Sales,"Account Engagers - Broad","JD Graffiti Paint",2025-12-02,https://www.abunchofstuff.com/tickets,not_delivering,ad,55,60,1.09090909,"7-day click, 1-day view, or 1-day engaged-view",,,61,,2025-11-29,2026-01-13,,,6.77777778,1016.66666667,,,9,,2025-12-02,2025-12-02
Sales,"Account Engagers - Broad","Poster [Redirect link]",2025-12-02,https://www.abunchofstuff.com/tickets,not_delivering,ad,488,543,1.11270492,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",2,555,277.5,2025-11-29,2026-01-13,,,34.6875,1022.09944751,277.5,2,16,,2025-12-02,2025-12-02
Sales,"Account Engagers - Broad",Poster,2025-12-02,https://abunchofstuff.com/ja,not_delivering,ad,1639,1854,1.13117755,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",2,1598,799,2025-11-29,2026-01-13,,,21.89041096,861.9201726,799,2,73,,2025-12-02,2025-12-02
Sales,"Tokyo + Adjacent Broad",Poster,2025-12-02,https://abunchofstuff.com/ja,not_delivering,ad,0,0,0,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",1,0,0,2025-11-26,2025-11-28,,,,,0,1,,,2025-12-02,2025-12-02
Sales,"Account Engagers - Broad","Black and white photo",2025-12-01,https://www.abunchofstuff.com/tickets,not_delivering,ad,62,65,1.0483871,"7-day click, 1-day view, or 1-day engaged-view",,,84,,2025-11-29,2026-01-13,,,,1292.30769231,,,,,2025-12-01,2025-12-01
Sales,"Account Engagers - Broad","Poster [Redirect link]",2025-12-01,https://www.abunchofstuff.com/tickets,not_delivering,ad,634,708,1.11671924,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",1,900,900,2025-11-29,2026-01-13,,,45,1271.18644068,900,1,20,,2025-12-01,2025-12-01
Sales,"Account Engagers - Broad","JD Graffiti Paint",2025-12-01,https://www.abunchofstuff.com/tickets,not_delivering,ad,97,102,1.05154639,"7-day click, 1-day view, or 1-day engaged-view",,,124,,2025-11-29,2026-01-13,,,24.8,1215.68627451,,,5,,2025-12-01,2025-12-01
Sales,"Account Engagers - Broad",Poster,2025-12-01,https://abunchofstuff.com/ja,not_delivering,ad,1398,1635,1.1695279,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",6,1917,319.5,2025-11-29,2026-01-13,,,41.67391304,1172.47706422,319.5,6,46,,2025-12-01,2025-12-01
Sales,"Account Engagers - Broad","JD Gpainting with graphics",2025-12-01,https://www.abunchofstuff.com/tickets,not_delivering,ad,196,217,1.10714286,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",2,225,112.5,2025-11-29,2026-01-13,,,75,1036.86635945,112.5,2,3,,2025-12-01,2025-12-01
Sales,"Web Audience Retarg","Black and white photo - Copy",2025-12-01,https://www.abunchofstuff.com/tickets,not_delivering,ad,12,12,1,"7-day click, 1-day view, or 1-day engaged-view",,,12,,2025-11-27,2026-01-13,,,,1000,,,,,2025-12-01,2025-12-01
Sales,"Web Audience Retarg","JD Graffiti Paint - Copy",2025-12-01,https://www.abunchofstuff.com/tickets,not_delivering,ad,6,6,1,"7-day click, 1-day view, or 1-day engaged-view",,,5,,2025-11-27,2026-01-13,,,5,833.33333333,,,1,,2025-12-01,2025-12-01
Sales,"Tokyo + Adjacent Broad",Poster,2025-12-01,https://abunchofstuff.com/ja,not_delivering,ad,0,0,0,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",1,0,0,2025-11-26,2025-11-28,,,,,0,1,,,2025-12-01,2025-12-01
