"Campaign name","Ad set name","Ad name",Day,"Website URL","Delivery status","Delivery level",Reach,Impressions,Frequency,"Attribution setting","Result type",Results,"Amount spent (JPY)","Cost per result",Starts,Ends,"Purchases rate per link clicks","Purchases rate per landing page views","CPC (cost per link click)","CPM (cost per 1,000 impressions)","Cost per purchase",Purchases,"Link clicks","Cost per unique link click","Reporting starts","Reporting ends"
Sales,"Zaiko Test - Account Engagers - Broad","JD Graffiti Paint",2025-12-23,https://johnnydepp-abos.zaiko.io/,not_delivering,ad,344,386,1.12209302,"7-day click, 1-day view, or 1-day engaged-view",,,371,,2025-12-08,2025-12-31,,,74.2,961.13989637,,,5,,2025-12-23,2025-12-23
Sales,"Zaiko Test - Account Engagers - Broad","Black and white photo",2025-12-23,https://johnnydepp-abos.zaiko.io/,not_delivering,ad,838,893,1.06563246,"7-day click, 1-day view, or 1-day engaged-view",,,750,,2025-12-08,2025-12-31,,,83.33333333,839.8656215,,,9,,2025-12-23,2025-12-23
"ABOS Sales Campaign",Retarg,"JD Spray Painting Ground - Copy",2025-12-23,https://abunchofstuff.com/ja,not_delivering,ad,16,16,1,"7-day click, 1-day view, or 1-day engaged-view",,,38,,2025-12-06,2026-01-13,,,,2375,,,,,2025-12-23,2025-12-23
Sales,"Zaiko Test - Account Engagers - Broad",Poster,2025-12-23,https://abunchofstuff.com/ja,not_delivering,ad,4120,4746,1.15194175,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",1,3047,3047,2025-12-08,2025-12-31,,,56.42592593,642.01432786,3047,1,54,,2025-12-23,2025-12-23
"ABOS Sales Campaign",Retarg,Poster,2025-12-23,https://abunchofstuff.com/ja,not_delivering,ad,711,835,1.17440225,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",1,1476,1476,2025-12-06,2026-01-13,,,98.4,1767.66467066,1476,1,15,,2025-12-23,2025-12-23
"ABOS Sales Campaign",Retarg,"JD Spray Painting Ground - Copy 2",2025-12-23,https://abunchofstuff.com/ja,not_delivering,ad,52,58,1.11538462,"7-day click, 1-day view, or 1-day engaged-view",,,132,,2025-12-06,2026-01-13,,,132,2275.86206897,,,1,,2025-12-23,2025-12-23
"ABOS Sales Campaign",Retarg,"JD sitting desk",2025-12-23,https://abunchofstuff.com/ja,not_delivering,ad,262,303,1.15648855,"7-day click, 1-day view, or 1-day engaged-view",,,444,,2025-12-06,2026-01-13,,,63.42857143,1465.34653465,,,7,,2025-12-23,2025-12-23
Sales,"Web Audience Retarg","JD w/ Confetti - Copy",2025-12-23,https://abunchofstuff.com/ja,not_delivering,ad,2,2,1,"7-day click, 1-day view, or 1-day engaged-view",,,1,,2025-11-27,2026-01-13,,,,500,,,,,2025-12-23,2025-12-23
"ABOS Sales Campaign",Retarg,"JD Graffiti Paint - Copy",2025-12-23,https://abunchofstuff.com/ja,not_delivering,ad,101,118,1.16831683,"7-day click, 1-day view, or 1-day engaged-view",,,211,,2025-12-06,2026-01-13,,,211,1788.13559322,,,1,,2025-12-23,2025-12-23
Sales,"Web Audience Retarg","JD Spray Painting Ground - Copy 2",2025-12-23,https://abunchofstuff.com/ja,not_delivering,ad,3,3,1,"7-day click, 1-day view, or 1-day engaged-view",,,0,,2025-11-27,2026-01-13,,,,0,,,,,2025-12-23,2025-12-23
"ABOS Sales Campaign","Zaiko + InBound (English)",Poster,2025-12-22,https://johnnydepp-abos.zaiko.io/,active,ad,229,271,1.18340611,"7-day click, 1-day view, or 1-day engaged-view",,,318,,2025-12-06,2026-01-19,,,159,1173.43173432,,,2,,2025-12-22,2025-12-22
"ABOS Sales Campaign","Zaiko + InBound (English)","JD w/ Confetti",2025-12-22,https://johnnydepp-abos.zaiko.io/,active,ad,272,313,1.15073529,"7-day click, 1-day view, or 1-day engaged-view",,,346,,2025-12-06,2026-01-19,,,115.33333333,1105.4313099,,,3,,2025-12-22,2025-12-22
"ABOS Sales Campaign","Zaiko + InBound (English)","JD Graffiti Paint - Copy",2025-12-22,https://johnnydepp-abos.zaiko.io/,active,ad,30,31,1.03333333,"7-day click, 1-day view, or 1-day engaged-view",,,35,,2025-12-06,2026-01-19,,,,1129.03225806,,,,,2025-12-22,2025-12-22
"ABOS Sales Campaign",Retarg,"Poster [Redirect link]",2025-12-22,https://www.abunchofstuff.com/tickets,not_delivering,ad,2121,2449,1.15464404,"7-day click, 1-day view, or 1-day engaged-view",,,2801,,2025-12-06,2026-01-13,,,87.53125,1143.73213557,,,32,,2025-12-22,2025-12-22
"ABOS Sales Campaign",Retarg,"JD w/ Confetti",2025-12-22,https://abunchofstuff.com/ja,not_delivering,ad,17,19,1.11764706,"7-day click, 1-day view, or 1-day engaged-view",,,18,,2025-12-06,2026-01-13,,,,947.36842105,,,,,2025-12-22,2025-12-22
"ABOS Sales Campaign",Retarg,"JD Pose with Graphic",2025-12-22,https://abunchofstuff.com/ja,not_delivering,ad,2612,3120,1.19448698,"7-day click, 1-day view, or 1-day engaged-view",,,3514,,2025-12-06,2026-01-13,,,76.39130435,1126.28205128,,,46,,2025-12-22,2025-12-22
"ABOS Sales Campaign","Zaiko + InBound (English)","JD Pose with Graphic",2025-12-22,https://abunchofstuff.com/ja,active,ad,801,892,1.11360799,"7-day click, 1-day view, or 1-day engaged-view",,,881,,2025-12-06,2026-01-19,,,51.82352941,987.66816143,,,17,,2025-12-22,2025-12-22
"ABOS Sales Campaign","Zaiko + InBound (English)","Poster [Redirect link]",2025-12-22,https://johnnydepp-abos.zaiko.io/,active,ad,1320,1482,1.12272727,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",1,944,944,2025-12-06,2026-01-19,,,49.68421053,636.97705803,944,1,19,,2025-12-22,2025-12-22
Sales,"Zaiko Test - Account Engagers - Broad","JD Graffiti Paint",2025-12-22,https://johnnydepp-abos.zaiko.io/,not_delivering,ad,521,570,1.0940499,"7-day click, 1-day view, or 1-day engaged-view",,,640,,2025-12-08,2025-12-31,,,80,1122.80701754,,,8,,2025-12-22,2025-12-22
Sales,"Web Audience Retarg","JD Graffiti Paint - Copy",2025-12-22,https://www.abunchofstuff.com/tickets,not_delivering,ad,2,3,1.5,"7-day click, 1-day view, or 1-day engaged-view",,,4,,2025-11-27,2026-01-13,,,,1333.33333333,,,,,2025-12-22,2025-12-22
"ABOS Sales Campaign","Zaiko + InBound (English)","JD Spray Painting Ground - Copy 2",2025-12-22,https://johnnydepp-abos.zaiko.io/,inactive,ad,33,36,1.09090909,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",1,72,72,2025-12-06,2026-01-19,,,,2000,72,1,,,2025-12-22,2025-12-22
Sales,"Zaiko Test - Account Engagers - Broad","Black and white photo",2025-12-22,https://www.abunchofstuff.com/tickets,not_delivering,ad,417,451,1.08153477,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",2,493,246.5,2025-12-08,2025-12-31,,,49.3,1093.12638581,246.5,2,10,,2025-12-22,2025-12-22
Sales,"Zaiko Test - Account Engagers - Broad","Black and white photo",2025-12-22,https://johnnydepp-abos.zaiko.io/,not_delivering,ad,456,513,1.125,"7-day click, 1-day view, or 1-day engaged-view",,,605,,2025-12-08,2025-12-31,,,67.22222222,1179.33723197,,,9,,2025-12-22,2025-12-22
Sales,"Zaiko Test - Account Engagers - Broad","JD Gpainting with graphics",2025-12-22,https://johnnydepp-abos.zaiko.io/,not_delivering,ad,232,258,1.11206897,"7-day click, 1-day view, or 1-day engaged-view",,,292,,2025-12-08,2025-12-31,,,73,1131.78294574,,,4,,2025-12-22,2025-12-22
Sales,"Zaiko Test - Account Engagers - Broad","JD Gpainting with graphics",2025-12-22,https://www.abunchofstuff.com/tickets,not_delivering,ad,352,368,1.04545455,"7-day click, 1-day view, or 1-day engaged-view",,,459,,2025-12-08,2025-12-31,,,65.57142857,1247.2826087,,,7,,2025-12-22,2025-12-22
Sales,"Zaiko Test - Account Engagers - Broad",Poster,2025-12-22,https://abunchofstuff.com/ja,not_delivering,ad,2264,2893,1.27782686,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",2,2767,1383.5,2025-12-08,2025-12-31,,,57.64583333,956.44659523,1383.5,2,48,,2025-12-22,2025-12-22
"ABOS Sales Campaign",Retarg,"JD Graffiti Paint - Copy",2025-12-22,https://abunchofstuff.com/ja,not_delivering,ad,3,3,1,"7-day click, 1-day view, or 1-day engaged-view",,,3,,2025-12-06,2026-01-13,,,,1000,,,,,2025-12-22,2025-12-22
"ABOS Sales Campaign",Retarg,Poster,2025-12-22,https://abunchofstuff.com/ja,not_delivering,ad,521,558,1.07101727,"7-day click, 1-day view, or 1-day engaged-view",,,764,,2025-12-06,2026-01-13,,,76.4,1369.17562724,,,10,,2025-12-22,2025-12-22
"ABOS Sales Campaign",Retarg,"JD Spray Painting Ground - Copy 2",2025-12-22,https://abunchofstuff.com/ja,not_delivering,ad,8,8,1,"7-day click, 1-day view, or 1-day engaged-view",,,10,,2025-12-06,2026-01-13,,,,1250,,,,,2025-12-22,2025-12-22
"ABOS Sales Campaign",Retarg,"JD sitting desk",2025-12-22,https://abunchofstuff.com/ja,not_delivering,ad,181,213,1.17679558,"7-day click, 1-day view, or 1-day engaged-view",,,355,,2025-12-06,2026-01-13,,,118.33333333,1666.66666667,,,3,,2025-12-22,2025-12-22
Sales,"Web Audience Retarg","JD w/ Confetti - Copy",2025-12-22,https://abunchofstuff.com/ja,not_delivering,ad,5,5,1,"7-day click, 1-day view, or 1-day engaged-view",,,6,,2025-11-27,2026-01-13,,,,1200,,,,,2025-12-22,2025-12-22
Sales,"Web Audience Retarg","JD Pose with Graphic - Copy",2025-12-22,https://abunchofstuff.com/ja,not_delivering,ad,4,4,1,"7-day click, 1-day view, or 1-day engaged-view",,,3,,2025-11-27,2026-01-13,,,,750,,,,,2025-12-22,2025-12-22
"ABOS Sales Campaign","Zaiko + InBound (English)","JD Spray Painting Ground - Copy",2025-12-21,https://johnnydepp-abos.zaiko.io/,active,ad,9,9,1,"7-day click, 1-day view, or 1-day engaged-view",,,24,,2025-12-06,2026-01-19,,,24,2666.66666667,,,1,,2025-12-21,2025-12-21
"ABOS Sales Campaign","Zaiko + InBound (English)","JD Pose with Graphic",2025-12-21,https://abunchofstuff.com/ja,active,ad,2942,3454,1.17403127,"7-day click, 1-day view, or 1-day engaged-view",,,3609,,2025-12-06,2026-01-19,,,83.93023256,1044.87550666,,,43,,2025-12-21,2025-12-21
"ABOS Sales Campaign","Zaiko + InBound (English)","JD sitting desk",2025-12-21,https://johnnydepp-abos.zaiko.io/,active,ad,20,21,1.05,"7-day click, 1-day view, or 1-day engaged-view",,,32,,2025-12-06,2026-01-19,,,,1523.80952381,,,,,2025-12-21,2025-12-21
"ABOS Sales Campaign","Zaiko + InBound (English)",Poster,2025-12-21,https://johnnydepp-abos.zaiko.io/,active,ad,228,249,1.09210526,"7-day click, 1-day view, or 1-day engaged-view",,,595,,2025-12-06,2026-01-19,,,297.5,2389.55823293,,,2,,2025-12-21,2025-12-21
"ABOS Sales Campaign","Zaiko + InBound (English)","JD Graffiti Paint - Copy",2025-12-21,https://johnnydepp-abos.zaiko.io/,active,ad,57,59,1.03508772,"7-day click, 1-day view, or 1-day engaged-view",,,118,,2025-12-06,2026-01-19,,,,2000,,,,,2025-12-21,2025-12-21
"ABOS Sales Campaign","Zaiko + InBound (English)","JD w/ Confetti",2025-12-21,https://johnnydepp-abos.zaiko.io/,active,ad,678,788,1.16224189,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",2,831,415.5,2025-12-06,2026-01-19,,,118.71428571,1054.56852792,415.5,2,7,,2025-12-21,2025-12-21
"ABOS Sales Campaign","Zaiko + InBound (English)","Poster [Redirect link]",2025-12-21,https://johnnydepp-abos.zaiko.io/,active,ad,2335,3109,1.33147752,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",1,3476,3476,2025-12-06,2026-01-19,,,73.95744681,1118.04438726,3476,1,47,,2025-12-21,2025-12-21
"ABOS Sales Campaign","Zaiko + InBound (English)","JD Spray Painting Ground - Copy 2",2025-12-21,https://johnnydepp-abos.zaiko.io/,inactive,ad,89,102,1.14606742,"7-day click, 1-day view, or 1-day engaged-view",,,287,,2025-12-06,2026-01-19,,,143.5,2813.7254902,,,2,,2025-12-21,2025-12-21
Sales,"Zaiko Test - Account Engagers - Broad","Black and white photo",2025-12-21,https://www.abunchofstuff.com/tickets,not_delivering,ad,740,830,1.12162162,"7-day click, 1-day view, or 1-day engaged-view",,,939,,2025-12-08,2025-12-31,,,78.25,1131.3253012,,,12,,2025-12-21,2025-12-21
Sales,"Zaiko Test - Account Engagers - Broad","JD Gpainting with graphics",2025-12-21,https://www.abunchofstuff.com/tickets,not_delivering,ad,1114,1239,1.11220826,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",1,1517,1517,2025-12-08,2025-12-31,,,116.69230769,1224.37449556,1517,1,13,,2025-12-21,2025-12-21
Sales,"Zaiko Test - Account Engagers - Broad","Poster [Redirect link]",2025-12-21,https://johnnydepp-abos.zaiko.io/,not_delivering,ad,79,86,1.08860759,"7-day click, 1-day view, or 1-day engaged-view",,,108,,2025-12-08,2025-12-31,,,36,1255.81395349,,,3,,2025-12-21,2025-12-21
Sales,"Zaiko Test - Account Engagers - Broad",Poster,2025-12-21,https://abunchofstuff.com/ja,not_delivering,ad,60,64,1.06666667,"7-day click, 1-day view, or 1-day engaged-view",,,41,,2025-12-08,2025-12-31,,,,640.625,,,,,2025-12-21,2025-12-21
Sales,"Zaiko Test - Account Engagers - Broad","JD Graffiti Paint",2025-12-21,https://johnnydepp-abos.zaiko.io/,not_delivering,ad,675,725,1.07407407,"7-day click, 1-day view, or 1-day engaged-view",,,765,,2025-12-08,2025-12-31,,,85,1055.17241379,,,9,,2025-12-21,2025-12-21
"ABOS Sales Campaign","Zaiko + InBound (English)","JD Graffiti Paint - Copy",2025-12-20,https://johnnydepp-abos.zaiko.io/,active,ad,14,15,1.07142857,"7-day click, 1-day view, or 1-day engaged-view",,,32,,2025-12-06,2026-01-19,,,,2133.33333333,,,,,2025-12-20,2025-12-20
"ABOS Sales Campaign","Zaiko + InBound (English)","Poster [Redirect link]",2025-12-20,https://johnnydepp-abos.zaiko.io/,active,ad,1704,2206,1.29460094,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",3,3216,1072,2025-12-06,2026-01-19,,,97.45454545,1457.84224841,1072,3,33,,2025-12-20,2025-12-20
"ABOS Sales Campaign","Zaiko + InBound (English)","JD Pose with Graphic",2025-12-20,https://abunchofstuff.com/ja,active,ad,3532,4825,1.36608154,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",1,5868,5868,2025-12-06,2026-01-19,,,101.17241379,1216.16580311,5868,1,58,,2025-12-20,2025-12-20
"ABOS Sales Campaign","Zaiko + InBound (English)","JD sitting desk",2025-12-20,https://johnnydepp-abos.zaiko.io/,active,ad,2,2,1,"7-day click, 1-day view, or 1-day engaged-view",,,3,,2025-12-06,2026-01-19,,,,1500,,,,,2025-12-20,2025-12-20
"ABOS Sales Campaign","Zaiko + InBound (English)",Poster,2025-12-20,https://johnnydepp-abos.zaiko.io/,active,ad,4,4,1,"7-day click, 1-day view, or 1-day engaged-view",,,4,,2025-12-06,2026-01-19,,,,1000,,,,,2025-12-20,2025-12-20
"ABOS Sales Campaign","Zaiko + InBound (English)","JD w/ Confetti",2025-12-20,https://johnnydepp-abos.zaiko.io/,active,ad,903,1067,1.18161683,"7-day click, 1-day view, or 1-day engaged-view",,,1292,,2025-12-06,2026-01-19,,,49.69230769,1210.87160262,,,26,,2025-12-20,2025-12-20
"ABOS Sales Campaign","Zaiko + InBound (English)","JD Spray Painting Ground - Copy 2",2025-12-20,https://johnnydepp-abos.zaiko.io/,inactive,ad,78,87,1.11538462,"7-day click, 1-day view, or 1-day engaged-view",,,174,,2025-12-06,2026-01-19,,,,2000,,,,,2025-12-20,2025-12-20
Sales,"Zaiko Test - Account Engagers - Broad","JD Graffiti Paint",2025-12-20,https://johnnydepp-abos.zaiko.io/,not_delivering,ad,4039,4845,1.19955435,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",2,4687,2343.5,2025-12-08,2025-12-31,,,78.11666667,967.38906089,2343.5,2,60,,2025-12-20,2025-12-20
Sales,"Zaiko Test - Account Engagers - Broad","Black and white photo",2025-12-20,https://www.abunchofstuff.com/tickets,not_delivering,ad,27,27,1,"7-day click, 1-day view, or 1-day engaged-view",,,21,,2025-12-08,2025-12-31,,,21,777.77777778,,,1,,2025-12-20,2025-12-20
Sales,"Zaiko Test - Account Engagers - Broad","JD Gpainting with graphics",2025-12-20,https://www.abunchofstuff.com/tickets,not_delivering,ad,151,157,1.0397351,"7-day click, 1-day view, or 1-day engaged-view",,,136,,2025-12-08,2025-12-31,,,68,866.24203822,,,2,,2025-12-20,2025-12-20
Sales,"Zaiko Test - Account Engagers - Broad","Poster [Redirect link]",2025-12-20,https://johnnydepp-abos.zaiko.io/,not_delivering,ad,199,219,1.10050251,"7-day click, 1-day view, or 1-day engaged-view",,,169,,2025-12-08,2025-12-31,,,169,771.68949772,,,1,,2025-12-20,2025-12-20
Sales,"Zaiko Test - Account Engagers - Broad",Poster,2025-12-20,https://abunchofstuff.com/ja,not_delivering,ad,252,263,1.04365079,"7-day click, 1-day view, or 1-day engaged-view",,,208,,2025-12-08,2025-12-31,,,208,790.87452471,,,1,,2025-12-20,2025-12-20
Sales,"Zaiko Test - Account Engagers - Broad","Poster [Redirect link]",2025-12-19,https://johnnydepp-abos.zaiko.io/,not_delivering,ad,206,228,1.10679612,"7-day click, 1-day view, or 1-day engaged-view",,,215,,2025-12-08,2025-12-31,,,,942.98245614,,,,,2025-12-19,2025-12-19
"ABOS Sales Campaign","Zaiko + InBound (English)","JD Pose with Graphic",2025-12-19,https://abunchofstuff.com/ja,active,ad,1775,2141,1.20619718,"7-day click, 1-day view, or 1-day engaged-view",,,2629,,2025-12-06,2026-01-19,,,59.75,1227.93087342,,,44,,2025-12-19,2025-12-19
"ABOS Sales Campaign","Zaiko + InBound (English)","JD sitting desk",2025-12-19,https://johnnydepp-abos.zaiko.io/,active,ad,1,1,1,"7-day click, 1-day view, or 1-day engaged-view",,,3,,2025-12-06,2026-01-19,,,,3000,,,,,2025-12-19,2025-12-19
"ABOS Sales Campaign","Zaiko + InBound (English)",Poster,2025-12-19,https://johnnydepp-abos.zaiko.io/,active,ad,31,35,1.12903226,"7-day click, 1-day view, or 1-day engaged-view",,,42,,2025-12-06,2026-01-19,,,,1200,,,,,2025-12-19,2025-12-19
"ABOS Sales Campaign","Zaiko + InBound (English)","JD w/ Confetti",2025-12-19,https://johnnydepp-abos.zaiko.io/,active,ad,592,631,1.06587838,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",2,681,340.5,2025-12-06,2026-01-19,,,97.28571429,1079.23930269,340.5,2,7,,2025-12-19,2025-12-19
"ABOS Sales Campaign","Zaiko + InBound (English)","JD Spray Painting Ground - Copy 2",2025-12-19,https://johnnydepp-abos.zaiko.io/,inactive,ad,2184,2688,1.23076923,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",3,3640,1213.33333333,2025-12-06,2026-01-19,,,101.11111111,1354.16666667,1213.33333333,3,36,,2025-12-19,2025-12-19
"ABOS Sales Campaign","Zaiko + InBound (English)","Poster [Redirect link]",2025-12-19,https://johnnydepp-abos.zaiko.io/,active,ad,792,893,1.12752525,"7-day click, 1-day view, or 1-day engaged-view",,,1213,,2025-12-06,2026-01-19,,,80.86666667,1358.34266517,,,15,,2025-12-19,2025-12-19
Sales,"Zaiko Test - Account Engagers - Broad","JD Graffiti Paint",2025-12-19,https://johnnydepp-abos.zaiko.io/,not_delivering,ad,2164,2367,1.09380776,"7-day click, 1-day view, or 1-day engaged-view",,,2140,,2025-12-08,2025-12-31,,,85.6,904.09801436,,,25,,2025-12-19,2025-12-19
Sales,"Zaiko Test - Account Engagers - Broad","JD Gpainting with graphics",2025-12-19,https://www.abunchofstuff.com/tickets,not_delivering,ad,51,55,1.07843137,"7-day click, 1-day view, or 1-day engaged-view",,,64,,2025-12-08,2025-12-31,,,,1163.63636364,,,,,2025-12-19,2025-12-19
Sales,"JD Interest",Poster,2025-12-19,https://abunchofstuff.com/ja,not_delivering,ad,2577,2927,1.13581684,"7-day click or 1-day view","Website purchases",4,2798,699.5,2025-12-17,2026-01-13,,,65.06976744,955.92757089,699.5,4,43,,2025-12-19,2025-12-19
Sales,"Account Engagers - Broad","JD Spray Painting Ground - Copy 2",2025-12-19,https://abunchofstuff.com/ja,not_delivering,ad,0,0,0,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",1,0,0,2025-11-29,2026-01-13,,,,,0,1,,,2025-12-19,2025-12-19
Sales,"JD Interest","JD w/ Confetti - Copy",2025-12-19,https://abunchofstuff.com/ja,not_delivering,ad,40,40,1,"7-day click or 1-day view",,,49,,2025-12-17,2026-01-13,,,24.5,1225,,,2,,2025-12-19,2025-12-19
Sales,"JD Interest","JD Graffiti Paint - Copy",2025-12-19,https://www.abunchofstuff.com/tickets,not_delivering,ad,191,199,1.04188482,"7-day click or 1-day view",,,212,,2025-12-17,2026-01-13,,,30.28571429,1065.32663317,,,7,,2025-12-19,2025-12-19
Sales,"JD Interest","Poster [Redirect link]",2025-12-19,https://www.abunchofstuff.com/tickets,not_delivering,ad,449,498,1.1091314,"7-day click or 1-day view",,,528,,2025-12-17,2026-01-13,,,58.66666667,1060.24096386,,,9,,2025-12-19,2025-12-19
Sales,"JD Interest","JD sitting desk - Copy",2025-12-19,https://abunchofstuff.com/ja,not_delivering,ad,33,36,1.09090909,"7-day click or 1-day view",,,63,,2025-12-17,2026-01-13,,,63,1750,,,1,,2025-12-19,2025-12-19
Sales,"JD Interest","JD Pose with Graphic - Copy",2025-12-19,https://abunchofstuff.com/ja,not_delivering,ad,1138,1249,1.09753954,"7-day click or 1-day view","Website purchases",2,1051,525.5,2025-12-17,2026-01-13,,,45.69565217,841.47317854,525.5,2,23,,2025-12-19,2025-12-19
Sales,"JD Interest","JD Spray Painting Ground - Copy 2",2025-12-19,https://abunchofstuff.com/ja,not_delivering,ad,15,15,1,"7-day click or 1-day view",,,30,,2025-12-17,2026-01-13,,,,2000,,,,,2025-12-19,2025-12-19
Sales,"JD Interest","Black and white photo - Copy",2025-12-19,https://www.abunchofstuff.com/tickets,not_delivering,ad,132,146,1.10606061,"7-day click or 1-day view",,,137,,2025-12-17,2026-01-13,,,137,938.35616438,,,1,,2025-12-19,2025-12-19
Sales,"Zaiko Test - Account Engagers - Broad",Poster,2025-12-19,https://abunchofstuff.com/ja,not_delivering,ad,3,3,1,"7-day click, 1-day view, or 1-day engaged-view",,,3,,2025-12-08,2025-12-31,,,,1000,,,,,2025-12-19,2025-12-19
Sales,"JD Interest",Poster,2025-12-18,https://abunchofstuff.com/ja,not_delivering,ad,4806,6476,1.34748231,"7-day click or 1-day view","Website purchases",7,7309,1044.14285714,2025-12-17,2026-01-13,,,52.96376812,1128.6287832,1044.14285714,7,138,,2025-12-18,2025-12-18
"ABOS Sales Campaign","Zaiko + InBound (English)","JD Spray Painting Ground - Copy 2",2025-12-18,https://johnnydepp-abos.zaiko.io/,inactive,ad,10189,12113,1.18883109,"7-day click, 1-day view, or 1-day engaged-view",,,11869,,2025-12-06,2026-01-19,,,148.3625,979.85635268,,,80,,2025-12-18,2025-12-18
Sales,"Zaiko Test - Account Engagers - Broad","JD Gpainting with graphics",2025-12-18,https://www.abunchofstuff.com/tickets,not_delivering,ad,15,16,1.06666667,"7-day click, 1-day view, or 1-day engaged-view",,,29,,2025-12-08,2025-12-31,,,,1812.5,,,,,2025-12-18,2025-12-18
Sales,"JD Interest","JD w/ Confetti - Copy",2025-12-18,https://abunchofstuff.com/ja,not_delivering,ad,77,84,1.09090909,"7-day click or 1-day view",,,108,,2025-12-17,2026-01-13,,,36,1285.71428571,,,3,,2025-12-18,2025-12-18
Sales,"JD Interest","JD Graffiti Paint - Copy",2025-12-18,https://www.abunchofstuff.com/tickets,not_delivering,ad,411,461,1.1216545,"7-day click or 1-day view",,,706,,2025-12-17,2026-01-13,,,78.44444444,1531.45336226,,,9,,2025-12-18,2025-12-18
Sales,"JD Interest","Black and white photo - Copy",2025-12-18,https://www.abunchofstuff.com/tickets,not_delivering,ad,188,207,1.10106383,"7-day click or 1-day view","Website purchases",1,288,288,2025-12-17,2026-01-13,,,26.18181818,1391.30434783,288,1,11,,2025-12-18,2025-12-18
Sales,"JD Interest","Poster [Redirect link]",2025-12-18,https://www.abunchofstuff.com/tickets,not_delivering,ad,1069,1270,1.18802619,"7-day click or 1-day view",,,1579,,2025-12-17,2026-01-13,,,50.93548387,1243.30708661,,,31,,2025-12-18,2025-12-18
Sales,"JD Interest","JD sitting desk - Copy",2025-12-18,https://abunchofstuff.com/ja,not_delivering,ad,61,74,1.21311475,"7-day click or 1-day view",,,125,,2025-12-17,2026-01-13,,,,1689.18918919,,,,,2025-12-18,2025-12-18
Sales,"JD Interest","JD Pose with Graphic - Copy",2025-12-18,https://abunchofstuff.com/ja,not_delivering,ad,2497,3155,1.26351622,"7-day click or 1-day view",,,3130,,2025-12-17,2026-01-13,,,56.90909091,992.07606973,,,55,,2025-12-18,2025-12-18
Sales,"JD Interest","JD Spray Painting Ground - Copy 2",2025-12-18,https://abunchofstuff.com/ja,not_delivering,ad,97,106,1.09278351,"7-day click or 1-day view",,,166,,2025-12-17,2026-01-13,,,55.33333333,1566.03773585,,,3,,2025-12-18,2025-12-18
"ABOS Sales Campaign","Zaiko + InBound (English)","JD Pose with Graphic",2025-12-18,https://abunchofstuff.com/ja,active,ad,3,4,1.33333333,"7-day click, 1-day view, or 1-day engaged-view",,,1,,2025-12-06,2026-01-19,,,,250,,,,,2025-12-18,2025-12-18
"ABOS Sales Campaign","Zaiko + InBound (English)","JD w/ Confetti",2025-12-18,https://johnnydepp-abos.zaiko.io/,active,ad,40,41,1.025,"7-day click, 1-day view, or 1-day engaged-view",,,39,,2025-12-06,2026-01-19,,,,951.2195122,,,,,2025-12-18,2025-12-18
"ABOS Sales Campaign","Zaiko + InBound (English)","Poster [Redirect link]",2025-12-18,https://johnnydepp-abos.zaiko.io/,active,ad,92,97,1.05434783,"7-day click, 1-day view, or 1-day engaged-view",,,98,,2025-12-06,2026-01-19,,,49,1010.30927835,,,2,,2025-12-18,2025-12-18
Sales,"Account Engagers - Broad","JD Gpainting with graphics",2025-12-18,https://www.abunchofstuff.com/tickets,not_delivering,ad,0,0,0,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",1,0,0,2025-11-29,2026-01-13,,,,,0,1,,,2025-12-18,2025-12-18
Sales,"Web Audience Retarg","JD Graffiti Paint - Copy",2025-12-17,https://www.abunchofstuff.com/tickets,not_delivering,ad,151,159,1.05298013,"7-day click, 1-day view, or 1-day engaged-view",,,241,,2025-11-27,2026-01-13,,,60.25,1515.72327044,,,4,,2025-12-17,2025-12-17
"ABOS Sales Campaign","Zaiko + InBound (English)","Poster [Redirect link]",2025-12-17,https://johnnydepp-abos.zaiko.io/,active,ad,25,27,1.08,"7-day click, 1-day view, or 1-day engaged-view",,,22,,2025-12-06,2026-01-19,,,,814.81481481,,,,,2025-12-17,2025-12-17
Sales,"Web Audience Retarg",Poster,2025-12-17,https://abunchofstuff.com/ja,not_delivering,ad,3309,3603,1.08884859,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",1,3161,3161,2025-11-27,2026-01-13,,,61.98039216,877.32445185,3161,1,51,,2025-12-17,2025-12-17
Sales,"Account Engagers - Broad",Poster,2025-12-17,https://abunchofstuff.com/ja,not_delivering,ad,48,51,1.0625,"7-day click, 1-day view, or 1-day engaged-view",,,33,,2025-11-29,2026-01-13,,,33,647.05882353,,,1,,2025-12-17,2025-12-17
