"Campaign name","Ad set name","Ad name",Day,"Delivery status","Delivery level",Reach,Impressions,Frequency,"Attribution setting","Result type",Results,"Amount spent (JPY)","Cost per result",Starts,Ends,"Purchases rate per link clicks","Purchases rate per landing page views","CPC (cost per link click)","CPM (cost per 1,000 impressions)","Cost per purchase",Purchases,"Link clicks","Cost per unique link click","Cost per add to cart","Cost per checkout initiated","Landing page views","Cost per landing page view","Landing page views rate per link clicks","Unique link clicks","Unique CTR (link click-through rate)","Adds to cart","Checkouts initiated",Leads,"Cost per lead","Result rate",Views,Viewers,"Results rate per link clicks","Ad Delivery","Campaign Delivery","Ad set delivery","Quality ranking","Engagement rate ranking","Video average play time","Video plays at 25%","Video plays at 50%","Video plays at 75%","Video plays at 95%","Video plays at 100%","Cost per 3-second video play","Cost per ThruPlay","Outbound clicks","Unique outbound clicks","CTR (link click-through rate)","Outbound CTR (click-through rate)","Unique outbound CTR (click-through rate)","Unique CTR (all)","Unique clicks (all)","Instagram profile visits","Ad recall lift","Ad recall lift rate",Bid,"Bid type","Buying type","Performance goal",Objective,"Reporting starts","Reporting ends","Campaign Budget","Campaign Budget Type"
"Sales - Copy","Zaiko + InBound (English) - Copy","Opening Weekend Video - Copy",2026-02-03,not_delivering,ad,0,0,0,"7-day click or 1-day view",,,0,,2026-01-28,Ongoing,0,0,,,,,,,,,,,0,,,,,1,0,,0,0,,not_delivering,inactive,not_delivering,-,-,,,,,,,,,,,,,,,0,0,,,1500,ABSOLUTE_OCPM,AUCTION,Conversions,Sales,2026-02-03,2026-02-03,100000,Daily
"ABOS Traffic 2.0","JD Deep Interest","JD Konnichiwa Video - Copy",2026-02-03,active,ad,13201,13672,1.03567912,"7-day click or 1-day view","Landing page views",580,4780,8.24137931,2026-01-09,Ongoing,0,0,7.88778878,349.61966062,,,606,8.17094017,,,580,8.24137931,95.70957096,585,4.43148246,,,49,97.55102041,4.24224693,13630,12138,95.70957096,active,active,active,Average,"Above average",8,1177,458,288,115,87,0.85463973,2.83511269,606,585,4.43241662,4.43241662,4.43148246,6.89341717,910,161,,,,ABSOLUTE_OCPM,AUCTION,"Landing Page Views",Traffic,2026-02-03,2026-02-03,50000,Daily
"New Advantage + With Campaigns","Japan Broad Targeting","AR Experience",2026-02-03,active,ad,890,968,1.08764045,"7-day click, 1-day view, or 1-day engaged-view",,,973,,2026-02-02,Ongoing,0,0,51.21052632,1005.16528926,,,19,54.05555556,,,17,57.23529412,89.47368421,18,2.02247191,,,7,139,,1020,860,,active,active,active,-,-,7,181,75,39,34,32,2.34457831,10.57608696,19,18,1.96280992,1.96280992,2.02247191,3.59550562,32,9,,,,ABSOLUTE_OCPM,AUCTION,Conversions,Sales,2026-02-03,2026-02-03,30000,Daily
"ABOS Traffic 2.0","Broad Japan","JD Photograph with graphics - Copy",2026-02-03,active,ad,31,31,1,"7-day click or 1-day view","Landing page views",1,1,1,2026-01-09,Ongoing,0,0,1,32.25806452,,,1,1,,,1,1,100,1,3.22580645,,,,,3.22580645,31,31,100,active,active,active,-,-,,,,,,,,,1,1,3.22580645,3.22580645,3.22580645,3.22580645,1,0,,,,ABSOLUTE_OCPM,AUCTION,"Landing Page Views",Traffic,2026-02-03,2026-02-03,50000,Daily
"New Advantage + With Campaigns","Japan Broad Targeting","JD Video 121 - Copy 2",2026-02-03,active,ad,8612,10198,1.18416163,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",1,6798,6798,2026-02-02,Ongoing,0.57471264,0.62111801,39.06896552,666.60129437,6798,1,174,41.96296296,2266,2266,161,42.22360248,92.52873563,162,1.88109614,3,3,75,90.64,0.00980584,10694,8395,0.57471264,active,active,active,Average,"Above average",5,1711,1098,874,564,521,2.58774267,8.36162362,174,162,1.70621691,1.70621691,1.88109614,2.91453785,251,83,,,,ABSOLUTE_OCPM,AUCTION,Conversions,Sales,2026-02-03,2026-02-03,30000,Daily
"New Advantage + With Campaigns","Japan Broad Targeting","Video 127 - Copy 2",2026-02-03,active,ad,6560,7781,1.18612805,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",1,6246,6246,2026-02-02,Ongoing,0.64935065,0.71428571,40.55844156,802.72458553,6246,1,154,43.98591549,2082,,140,44.61428571,90.90909091,142,2.16463415,3,,54,115.66666667,0.01285182,8183,6249,0.64935065,active,active,active,Average,"Above average",5,1334,870,655,519,479,2.90782123,8.72346369,154,142,1.97918005,1.97918005,2.16463415,3.55182927,233,50,,,,ABSOLUTE_OCPM,AUCTION,Conversions,Sales,2026-02-03,2026-02-03,30000,Daily
"ABOS Traffic 2.0","JD Deep Interest","JD with Skeleton Confetti",2026-02-03,active,ad,282,282,1,"7-day click or 1-day view","Landing page views",13,47,3.61538462,2026-01-09,Ongoing,0,0,3.13333333,166.66666667,,,15,3.35714286,,,13,3.61538462,86.66666667,14,4.96453901,,,,,4.60992908,282,286,86.66666667,active,active,active,-,-,,,,,,,,,15,14,5.31914894,5.31914894,4.96453901,4.96453901,14,0,,,,ABSOLUTE_OCPM,AUCTION,"Landing Page Views",Traffic,2026-02-03,2026-02-03,50000,Daily
"Sales - Copy","Zaiko + InBound (English) - Copy","Poster [Redirect link] + related Media",2026-02-03,not_delivering,ad,0,0,0,"7-day click or 1-day view",,,0,,2026-01-28,Ongoing,0,0,,,,,,,,,,,0,,,,,1,0,,0,0,,not_delivering,inactive,not_delivering,-,-,,,,,,,,,,,,,,,0,0,,,1500,ABSOLUTE_OCPM,AUCTION,Conversions,Sales,2026-02-03,2026-02-03,100000,Daily
"ABOS Traffic 2.0","Broad Japan","JD Konnichiwa Video - Copy",2026-02-03,active,ad,91610,91610,1,"7-day click or 1-day view","Landing page views",3987,36688,9.2019062,2026-01-09,Ongoing,0.0231107,0.02508151,8.47885371,400.48029691,36688,1,4327,9.11503106,36688,36688,3987,9.2019062,92.14236191,4025,4.39362515,1,1,375,97.83466667,4.35214496,90922,87666,92.14236191,active,active,active,"Above average","Above average",8,7943,3123,1904,696,507,0.96710249,3.2484505,4327,4025,4.72328348,4.72328348,4.39362515,6.60189936,6048,1479,,,,ABSOLUTE_OCPM,AUCTION,"Landing Page Views",Traffic,2026-02-03,2026-02-03,50000,Daily
"ABOS Traffic 2.0","Broad Japan","JD Desk - Red Curtain - Copy",2026-02-03,active,ad,19,21,1.10526316,"7-day click or 1-day view","Landing page views",1,0,0,2026-01-09,Ongoing,0,0,0,0,,,1,0,,,1,0,100,1,5.26315789,,,,,4.76190476,21,19,100,active,active,active,-,-,,,,,,,,,1,1,4.76190476,4.76190476,5.26315789,5.26315789,1,0,,,,ABSOLUTE_OCPM,AUCTION,"Landing Page Views",Traffic,2026-02-03,2026-02-03,50000,Daily
"ABOS Traffic 2.0","JD Deep Interest","JD Photograph with graphics - Copy",2026-02-03,active,ad,2253,2260,1.00310697,"7-day click or 1-day view","Landing page views",60,675,11.25,2026-01-09,Ongoing,0,0,10.88709677,298.67256637,,,62,11.25,,,60,11.25,96.77419355,60,2.66311585,,,11,61.36363636,2.65486726,2260,2253,96.77419355,active,active,active,-,-,,,,,,,,,62,60,2.74336283,2.74336283,2.66311585,3.72836218,84,9,,,,ABSOLUTE_OCPM,AUCTION,"Landing Page Views",Traffic,2026-02-03,2026-02-03,50000,Daily
"Awareness 2.0","Tokyo & Kanagawa Broad","Immersive Experience [Post]",2026-02-03,active,ad,74252,76478,1.02997899,"7-day click or 1-day view",Reach,74252,5864,78.97430372,2026-01-19,Ongoing,0,0,71.51219512,76.67564528,,,82,71.51219512,,,41,143.02439024,50,82,0.11043474,,,,,97.08935903,76614,74237,90551.2195122,active,active,active,"Above average",-,,,,,,,,,82,82,0.10722038,0.10722038,0.11043474,0.14814416,110,0,,,,ABSOLUTE_OCPM,AUCTION,Reach,Awareness,2026-02-03,2026-02-03,20000,Daily
"Awareness 2.0","Tokyo & Kanagawa Broad","Opening Day Line Vid [Post]",2026-02-03,active,ad,71809,71809,1,"7-day click or 1-day view",Reach,71809,6077,84.62727513,2026-01-19,Ongoing,5.55555556,6.89655172,168.80555556,84.62727513,3038.5,2,36,168.80555556,6077,6077,29,209.55172414,80.55555556,36,0.05013299,1,1,6,1012.83333333,100,69413,65394,199469.44444444,active,active,active,Average,-,3,4081,1078,472,306,290,0.32923394,2.75851112,36,36,0.05013299,0.05013299,0.05013299,0.2144578,154,1,,,,ABSOLUTE_OCPM,AUCTION,Reach,Awareness,2026-02-03,2026-02-03,20000,Daily
"New Advantage + With Campaigns","Japan Broad Targeting","JD Konnichiwa Video - Copy",2026-02-03,active,ad,9147,10563,1.15480485,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",1,6610,6610,2026-02-02,Ongoing,0.58479532,0.55555556,38.65497076,625.76919436,6610,1,171,40.80246914,3305,2203.33333333,180,36.72222222,105.26315789,162,1.77107248,2,3,73,90.54794521,0.00946701,10621,9088,0.58479532,active,active,active,Average,"Above average",7,195,77,53,16,12,9.49712644,24.03636364,171,162,1.61885828,1.61885828,1.77107248,3.27976386,300,55,,,,ABSOLUTE_OCPM,AUCTION,Conversions,Sales,2026-02-03,2026-02-03,30000,Daily
"ABOS Traffic 2.0","Broad Japan","JD Photography",2026-02-03,active,ad,14,14,1,"7-day click or 1-day view",,,0,,2026-01-09,Ongoing,0,0,0,0,,,1,0,,,,,0,1,7.14285714,,,,,,14,14,,active,active,active,-,-,,,,,,,,,1,1,7.14285714,7.14285714,7.14285714,14.28571429,2,0,,,,ABSOLUTE_OCPM,AUCTION,"Landing Page Views",Traffic,2026-02-03,2026-02-03,50000,Daily
"ABOS Traffic 2.0","JD Deep Interest","Black and white photo",2026-02-03,active,ad,92054,99991,1.08622113,"7-day click or 1-day view","Landing page views",3337,30570,9.16092298,2026-01-09,Ongoing,0.05461496,0.05993407,8.34789732,305.72751548,15285,2,3662,8.80726016,15285,15285,3337,9.16092298,91.12506827,3471,3.7706129,2,2,248,123.26612903,3.33730036,98712,86479,91.12506827,active,active,active,-,-,6,4570,1738,1051,400,305,1.07712907,4.38719862,3661,3471,3.66232961,3.66132952,3.7706129,6.02906989,5550,1090,,,,ABSOLUTE_OCPM,AUCTION,"Landing Page Views",Traffic,2026-02-03,2026-02-03,50000,Daily
"Sales - Copy","Custom Audience (Video + Interaction + LP)","JD sitting desk - Copy",2026-02-03,not_delivering,ad,0,0,0,"7-day click or 1-day view",,,0,,2026-01-26,Ongoing,0,0,,,,,,,,,,,0,,,,,1,0,,0,0,,not_delivering,inactive,not_delivering,-,-,,,,,,,,,,,,,,,0,0,,,1500,ABSOLUTE_OCPM,AUCTION,Conversions,Sales,2026-02-03,2026-02-03,100000,Daily
"ABOS Traffic 2.0","JD Deep Interest","JD Photography - Copy 2",2026-02-03,active,ad,5206,5242,1.0069151,"7-day click or 1-day view","Landing page views",127,1208,9.51181102,2026-01-09,Ongoing,0,0,8.44755245,230.44639451,,,143,8.44755245,,,127,9.51181102,88.81118881,143,2.74683058,,,7,172.57142857,2.42273941,5243,5206,88.81118881,active,active,active,-,-,,,,,,,,,143,143,2.72796643,2.72796643,2.74683058,2.86208221,149,4,,,,ABSOLUTE_OCPM,AUCTION,"Landing Page Views",Traffic,2026-02-03,2026-02-03,50000,Daily
"ABOS Traffic 2.0","Broad Japan","JD Painting with Graphic - Copy",2026-02-03,active,ad,19,19,1,"7-day click or 1-day view",,,1,,2026-01-09,Ongoing,0,0,,52.63157895,,,,,,,,,0,,,,,,,,19,19,,active,active,active,-,-,,,,,,,,,,,,,,0,0,0,,,,ABSOLUTE_OCPM,AUCTION,"Landing Page Views",Traffic,2026-02-03,2026-02-03,50000,Daily
"ABOS Traffic 2.0","Broad Japan","JD with Skeleton Confetti",2026-02-03,active,ad,225,226,1.00444444,"7-day click or 1-day view","Landing page views",9,49,5.44444444,2026-01-09,Ongoing,0,0,5.44444444,216.81415929,,,9,5.44444444,,,9,5.44444444,100,9,4,,,,,3.98230088,226,225,100,active,active,active,-,-,,,,,,,,,9,9,3.98230088,3.98230088,4,5.33333333,12,0,,,,ABSOLUTE_OCPM,AUCTION,"Landing Page Views",Traffic,2026-02-03,2026-02-03,50000,Daily
"Awareness 2.0","Tokyo & Kanagawa Broad",jd-bw-photo,2026-02-03,active,ad,1148,1202,1.04703833,"7-day click or 1-day view",Reach,1148,95,82.75261324,2026-01-19,Ongoing,0,0,,79.03494176,,,,,,,,,0,,,,,,,95.50748752,1202,1148,,active,active,active,-,-,,,,,,,,,,,,,,0,0,0,,,,ABSOLUTE_OCPM,AUCTION,Reach,Awareness,2026-02-03,2026-02-03,20000,Daily
"ABOS Traffic 2.0","JD Deep Interest","Hello Tokyo - Copy",2026-02-03,active,ad,122,124,1.01639344,"7-day click or 1-day view","Landing page views",2,25,12.5,2026-01-09,Ongoing,0,0,6.25,201.61290323,,,4,6.25,,,2,12.5,50,4,3.27868852,,,1,25,1.61290323,124,122,50,active,active,active,-,-,,,,,,,,,4,4,3.22580645,3.22580645,3.27868852,3.27868852,4,0,,,,ABSOLUTE_OCPM,AUCTION,"Landing Page Views",Traffic,2026-02-03,2026-02-03,50000,Daily
"Sales - Copy","Custom Audience (Video + Interaction + LP)","Black and white photo - Copy",2026-02-03,not_delivering,ad,0,0,0,"7-day click or 1-day view",,,0,,2026-01-26,Ongoing,0,0,,,,,,,,,,,0,,,,,3,0,,0,0,,not_delivering,inactive,not_delivering,-,-,,,,,,,,,,,,,,,0,0,,,1500,ABSOLUTE_OCPM,AUCTION,Conversions,Sales,2026-02-03,2026-02-03,100000,Daily
"Sales - Copy","Test - Web Audience Retarg (Zaiko)",Poster,2026-02-02,not_delivering,ad,84,84,1,"7-day click, 1-day view, or 1-day engaged-view",,,79,,2026-01-31,Ongoing,0,0,79,940.47619048,,,1,79,79,,1,79,100,1,1.19047619,1,,1,79,,84,84,,not_delivering,inactive,not_delivering,-,-,,,,,,,,,1,1,1.19047619,1.19047619,1.19047619,1.19047619,1,0,,,1500,ABSOLUTE_OCPM,AUCTION,Conversions,Sales,2026-02-02,2026-02-02,100000,Daily
"Sales - Copy","Test - Web Audience Retarg (Zaiko)","JD w/ Confetti - Copy",2026-02-02,not_delivering,ad,8,8,1,"7-day click, 1-day view, or 1-day engaged-view",,,11,,2026-01-31,Ongoing,0,0,,1375,,,,,,,,,0,,,,,,,,8,8,,not_delivering,inactive,not_delivering,-,-,,,,,,,,,,,,,,12.5,1,0,,,1500,ABSOLUTE_OCPM,AUCTION,Conversions,Sales,2026-02-02,2026-02-02,100000,Daily
"New Advantage + With Campaigns","Japan Broad Targeting","Video 127 - Copy 2",2026-02-02,active,ad,73,74,1.01369863,"7-day click, 1-day view, or 1-day engaged-view",,,24,,2026-02-02,Ongoing,0,0,12,324.32432432,,,2,12,,,1,24,50,2,2.73972603,,,1,24,,85,68,,active,active,active,-,-,7,14,11,7,6,6,1.2,3,2,2,2.7027027,2.7027027,2.73972603,2.73972603,2,0,,,,ABSOLUTE_OCPM,AUCTION,Conversions,Sales,2026-02-02,2026-02-02,30000,Daily
"Sales - Copy","Zaiko + InBound (English) - Copy","Poster [Redirect link] + related Media",2026-02-02,not_delivering,ad,1493,1628,1.09042197,"7-day click or 1-day view","Website purchases",1,1154,1154,2026-01-28,Ongoing,3.44827586,2.77777778,39.79310345,708.84520885,1154,1,29,41.21428571,577,384.66666667,36,32.05555556,124.13793103,28,1.87541862,2,3,17,67.88235294,0.06142506,1634,1493,3.44827586,not_delivering,inactive,not_delivering,-,-,3,,,,,,104.90909091,577,29,28,1.78132678,1.78132678,1.87541862,2.9470864,44,17,,,1500,ABSOLUTE_OCPM,AUCTION,Conversions,Sales,2026-02-02,2026-02-02,100000,Daily
"ABOS Traffic 2.0","Broad Japan","JD Konnichiwa Video - Copy",2026-02-02,active,ad,11394,11889,1.04344392,"7-day click or 1-day view","Landing page views",504,4873,9.66865079,2026-01-09,Ongoing,0,0,8.82789855,409.87467407,,,552,9.05762082,,,504,9.66865079,91.30434783,538,4.72178339,,,52,93.71153846,4.23921272,11943,10838,91.30434783,active,active,active,"Above average","Above average",7,987,367,231,88,65,0.99044715,3.42927516,552,538,4.64294726,4.64294726,4.72178339,6.91592066,788,240,,,,ABSOLUTE_OCPM,AUCTION,"Landing Page Views",Traffic,2026-02-02,2026-02-02,50000,Daily
"Sales - Copy","Custom Audience (Video + Interaction + LP)","Poster [Redirect link] + related Media",2026-02-02,not_delivering,ad,917,982,1.07088332,"7-day click or 1-day view",,,825,,2026-01-26,Ongoing,0,0,30.55555556,840.12219959,,,27,31.73076923,,,28,29.46428571,103.7037037,26,2.83533261,,,7,117.85714286,,990,907,,not_delivering,inactive,not_delivering,-,-,7,22,11,5,3,2,9.59302326,26.61290323,27,26,2.74949084,2.74949084,2.83533261,4.90730643,45,19,,,1500,ABSOLUTE_OCPM,AUCTION,Conversions,Sales,2026-02-02,2026-02-02,100000,Daily
"Sales - Copy","Test - Web Audience Retarg (Zaiko)",Poster,2026-02-02,not_delivering,ad,28,29,1.03571429,"7-day click, 1-day view, or 1-day engaged-view",,,24,,2026-01-31,Ongoing,0,0,,827.5862069,,,,,,,,,0,,,,,,,,29,28,,not_delivering,inactive,not_delivering,-,-,,,,,,,,,,,,,,0,0,0,,,1500,ABSOLUTE_OCPM,AUCTION,Conversions,Sales,2026-02-02,2026-02-02,100000,Daily
"ABOS Traffic 2.0","Broad Japan","JD Desk - Red Curtain - Copy",2026-02-02,active,ad,664,664,1,"7-day click or 1-day view","Landing page views",8,227,28.375,2026-01-09,Ongoing,0,0,28.375,341.86746988,,,8,28.375,,,8,28.375,100,8,1.20481928,,,,,1.20481928,665,664,100,active,active,active,-,-,,,,,,,,,8,8,1.20481928,1.20481928,1.20481928,2.25903614,15,0,,,,ABSOLUTE_OCPM,AUCTION,"Landing Page Views",Traffic,2026-02-02,2026-02-02,50000,Daily
"Sales - Copy","Custom Audience (Video + Interaction + LP)","Flexible 3 Groups",2026-02-02,not_delivering,ad,2726,3525,1.29310345,"7-day click or 1-day view",,,3460,,2026-01-26,Ongoing,0,0,38.87640449,981.56028369,,,89,42.71604938,3460,3460,79,43.79746835,88.76404494,81,2.97138665,1,1,29,119.31034483,,3561,2690,,not_delivering,inactive,not_delivering,-,-,9,101,51,39,9,8,11.12540193,27.90322581,89,81,2.5248227,2.5248227,2.97138665,8.18048423,223,40,,,1500,ABSOLUTE_OCPM,AUCTION,Conversions,Sales,2026-02-02,2026-02-02,100000,Daily
"Sales - Copy","Web Audience Retarg",Poster,2026-02-02,not_delivering,ad,695,838,1.2057554,"7-day click, 1-day view, or 1-day engaged-view",,,1171,,2026-01-21,Ongoing,0,0,106.45454545,1397.37470167,,,11,117.1,,,12,97.58333333,109.09090909,10,1.43884892,,,6,195.16666667,,840,695,,not_delivering,inactive,not_delivering,-,-,,,,,,,,,11,10,1.31264916,1.31264916,1.43884892,1.58273381,11,4,,,1500,ABSOLUTE_OCPM,AUCTION,Conversions,Sales,2026-02-02,2026-02-02,100000,Daily
"Sales - Copy","Custom Audience (Video + Interaction + LP)","Opening Weekend Video - Copy 2",2026-02-02,not_delivering,ad,1258,1368,1.08744038,"7-day click or 1-day view","Website purchases",1,1324,1324,2026-01-26,Ongoing,2.38095238,2.38095238,31.52380952,967.83625731,1324,1,42,33.94871795,1324,1324,42,31.52380952,100,39,3.10015898,1,1,13,101.84615385,0.07309942,1354,1155,2.38095238,not_delivering,inactive,not_delivering,Average,"Above average",9,243,144,101,76,74,2.44731978,6.82474227,42,39,3.07017544,3.07017544,3.10015898,7.71065183,97,19,,,1500,ABSOLUTE_OCPM,AUCTION,Conversions,Sales,2026-02-02,2026-02-02,100000,Daily
"Sales - Copy","Zaiko + InBound (English) - Copy","JD sitting desk",2026-02-02,not_delivering,ad,121,143,1.18181818,"7-day click or 1-day view",,,144,,2026-01-28,Ongoing,0,0,28.8,1006.99300699,,,5,72,,,3,48,60,2,1.65289256,,,,,,143,121,,not_delivering,inactive,not_delivering,-,-,,,,,,,,,5,2,3.4965035,3.4965035,1.65289256,2.47933884,3,2,,,1500,ABSOLUTE_OCPM,AUCTION,Conversions,Sales,2026-02-02,2026-02-02,100000,Daily
"Sales - Copy","Web Audience Retarg","JD w/ Confetti - Copy",2026-02-02,not_delivering,ad,35,37,1.05714286,"7-day click, 1-day view, or 1-day engaged-view",,,46,,2026-01-21,Ongoing,0,0,46,1243.24324324,,,1,46,,,1,46,100,1,2.85714286,,,,,,37,35,,not_delivering,inactive,not_delivering,-,-,29,,,,,,46,46,1,1,2.7027027,2.7027027,2.85714286,5.71428571,2,1,,,1500,ABSOLUTE_OCPM,AUCTION,Conversions,Sales,2026-02-02,2026-02-02,100000,Daily
"Awareness 2.0","Tokyo & Kanagawa Broad","JD - Something Inspires Vid",2026-02-02,active,ad,11606,11855,1.02145442,"7-day click or 1-day view",Reach,11606,749,64.53558504,2026-01-19,Ongoing,0,0,749,63.18009279,,,1,749,,,1,749,100,1,0.00861623,,,,,97.89962041,16662,10494,1160600,active,active,active,"Above average",-,4,270,79,50,35,34,0.16574463,2.83712121,1,1,0.00843526,0.00843526,0.00861623,0.0258487,3,0,,,,ABSOLUTE_OCPM,AUCTION,Reach,Awareness,2026-02-02,2026-02-02,20000,Daily
"Sales - Copy","Test - Web Audience Retarg (Zaiko)","JD Konnichiwa Video",2026-02-02,not_delivering,ad,867,930,1.07266436,"7-day click, 1-day view, or 1-day engaged-view",,,867,,2026-01-31,Ongoing,0,0,37.69565217,932.25806452,,,23,39.40909091,,,11,78.81818182,47.82608696,22,2.53748558,,,,,,933,863,,not_delivering,inactive,not_delivering,Average,"Above average",4,10,2,1,,,21.14634146,51,23,22,2.47311828,2.47311828,2.53748558,2.9988466,26,4,,,1500,ABSOLUTE_OCPM,AUCTION,Conversions,Sales,2026-02-02,2026-02-02,100000,Daily
"Sales - Copy","Test - Web Audience Retarg (Zaiko)","Opening Weekend Video - Copy 2",2026-02-02,not_delivering,ad,39,39,1,"7-day click, 1-day view, or 1-day engaged-view",,,46,,2026-01-31,Ongoing,0,0,,1179.48717949,,,,,,,,,0,,,,,1,46,,38,37,,not_delivering,inactive,not_delivering,-,-,5,5,2,1,1,1,2.42105263,23,,,,,,2.56410256,1,0,,,1500,ABSOLUTE_OCPM,AUCTION,Conversions,Sales,2026-02-02,2026-02-02,100000,Daily
"Sales - Copy","Custom Audience (Video + Interaction + LP)","JD Pose with Graphic - Copy",2026-02-02,not_delivering,ad,243,271,1.11522634,"7-day click or 1-day view",,,270,,2026-01-26,Ongoing,0,0,27,996.3099631,,,10,33.75,,,8,33.75,80,8,3.29218107,,,2,135,,271,243,,not_delivering,inactive,not_delivering,-,-,,,,,,,,,10,8,3.6900369,3.6900369,3.29218107,5.34979424,13,4,,,1500,ABSOLUTE_OCPM,AUCTION,Conversions,Sales,2026-02-02,2026-02-02,100000,Daily
"Sales - Copy","Test - Web Audience Retarg (Zaiko)","Flexible 3 Groups",2026-02-02,not_delivering,ad,21,22,1.04761905,"7-day click, 1-day view, or 1-day engaged-view",,,13,,2026-01-31,Ongoing,0,0,,590.90909091,,,,,,,,,0,,,,,,,,21,20,,not_delivering,inactive,not_delivering,-,-,6,,,,,,4.33333333,,,,,,,0,0,0,,,1500,ABSOLUTE_OCPM,AUCTION,Conversions,Sales,2026-02-02,2026-02-02,100000,Daily
"Sales - Copy","Custom Audience (Video + Interaction + LP)","JD Spray Painting Ground - Copy 2",2026-02-02,not_delivering,ad,178,197,1.10674157,"7-day click or 1-day view",,,222,,2026-01-26,Ongoing,0,0,111,1126.9035533,,,2,111,,,1,222,50,2,1.12359551,,,2,111,,198,178,,not_delivering,inactive,not_delivering,-,-,,,,,,,,,2,2,1.01522843,1.01522843,1.12359551,2.80898876,5,0,,,1500,ABSOLUTE_OCPM,AUCTION,Conversions,Sales,2026-02-02,2026-02-02,100000,Daily
"Awareness 2.0","Tokyo & Kanagawa Broad","JD Konnichiwa Vid",2026-02-02,active,ad,95620,95620,1,"7-day click or 1-day view",Reach,95620,7150,74.77515164,2026-01-19,Ongoing,0,0,170.23809524,74.77515164,,,42,170.23809524,,,34,210.29411765,80.95238095,42,0.04392387,,,2,3575,100,95493,89512,227666.66666667,active,active,active,Average,-,4,1638,457,242,123,117,0.30103996,2.5,42,42,0.04392387,0.04392387,0.04392387,0.36916963,353,1,,,,ABSOLUTE_OCPM,AUCTION,Reach,Awareness,2026-02-02,2026-02-02,20000,Daily
"Sales - Copy","Custom Audience (Video + Interaction + LP)","JD Konnichiwa Video",2026-02-02,not_delivering,ad,1031,1207,1.17070805,"7-day click or 1-day view",,,975,,2026-01-26,Ongoing,0,0,39,807.78790389,,,25,40.625,,,20,48.75,80,24,2.32783705,,,10,97.5,,1210,1006,,not_delivering,inactive,not_delivering,-,-,8,86,46,36,12,11,4.37219731,9.55882353,25,24,2.07125104,2.07125104,2.32783705,4.36469447,45,13,,,1500,ABSOLUTE_OCPM,AUCTION,Conversions,Sales,2026-02-02,2026-02-02,100000,Daily
"Sales - Copy","Zaiko + InBound (English) - Copy","JD Spray Painting Ground - Copy",2026-02-02,not_delivering,ad,123,133,1.08130081,"7-day click or 1-day view",,,149,,2026-01-28,Ongoing,0,0,149,1120.30075188,,,1,149,,,1,149,100,1,0.81300813,,,,,,134,123,,not_delivering,inactive,not_delivering,-,-,,,,,,,,,1,1,0.7518797,0.7518797,0.81300813,2.43902439,3,1,,,1500,ABSOLUTE_OCPM,AUCTION,Conversions,Sales,2026-02-02,2026-02-02,100000,Daily
"Sales - Copy","Zaiko + InBound (English) - Copy","JD Graffiti Paint - Copy",2026-02-02,not_delivering,ad,125,133,1.064,"7-day click or 1-day view",,,132,,2026-01-28,Ongoing,0,0,66,992.48120301,,,2,66,,,2,66,100,2,1.6,,,,,,133,125,,not_delivering,inactive,not_delivering,-,-,,,,,,,,,2,2,1.5037594,1.5037594,1.6,4,5,1,,,1500,ABSOLUTE_OCPM,AUCTION,Conversions,Sales,2026-02-02,2026-02-02,100000,Daily
"New Advantage + With Campaigns","Japan Broad Targeting","Opening Weekend Video - Copy 2",2026-02-02,active,ad,141,141,1,"7-day click, 1-day view, or 1-day engaged-view",,,94,,2026-02-02,Ongoing,0,0,94,666.66666667,,,1,94,,,1,94,100,1,0.70921986,,,,,,142,137,,active,active,active,-,-,6,24,12,8,7,6,1.44615385,6.71428571,1,1,0.70921986,0.70921986,0.70921986,2.12765957,3,2,,,,ABSOLUTE_OCPM,AUCTION,Conversions,Sales,2026-02-02,2026-02-02,30000,Daily
"Sales - Copy","Custom Audience (Video + Interaction + LP)","JD Graffiti Paint - Copy",2026-02-02,not_delivering,ad,43,45,1.04651163,"7-day click or 1-day view",,,104,,2026-01-26,Ongoing,0,0,52,2311.11111111,,,2,52,,,1,104,50,2,4.65116279,,,,,,45,43,,not_delivering,inactive,not_delivering,-,-,,,,,,,,,2,2,4.44444444,4.44444444,4.65116279,9.30232558,4,1,,,1500,ABSOLUTE_OCPM,AUCTION,Conversions,Sales,2026-02-02,2026-02-02,100000,Daily
